Date,PE Ratio,Revenue_Amount(Millions)
2015-06-30,17.7,$89
2015-09-30,18.27,$89
2015-12-31,20.7,$86
2016-03-31,23.0,$94
2016-06-30,22.03,$97
2016-09-30,20.98,$96
2016-12-31,26.17,$92
2017-03-31,26.56,$100
2017-06-30,30.11,$106
2017-09-30,55.23,$101
2017-12-31,47.14,$95
2018-03-31,63.33,$106
2018-06-30,142.5,$112
2018-09-30,34.86,$112
2018-12-31,0.0,$106
2019-03-31,0.0,$109
2019-06-30,0.0,$114
2019-09-30,0.0,$112
2019-12-31,22.6,$108
2020-03-31,11.27,$105
2020-06-30,27.33,$100
2020-09-30,25.31,$111
2020-12-31,26.23,$110
2021-03-31,23.03,$108
2021-06-30,23.45,$122
2021-09-30,21.67,$116
2021-12-31,17.74,$109
2022-03-31,15.49,$110
2022-07-08,13.03,$110
