Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,88.0,$15
2010-03-31,70.28,$8
2010-06-30,28.45,$10
2010-09-30,0.0,$10
2010-12-31,0.0,$14
2011-03-31,19.19,$8
2011-06-30,7.54,$10
2011-09-30,6.55,$10
2011-12-31,10.88,$11
2012-03-31,15.55,$14
2012-06-30,25.75,$11
2012-09-30,30.92,$13
2012-12-31,19.95,$26
2013-03-31,20.42,$15
2013-06-30,43.23,$12
2013-09-30,0.0,$17
2013-12-31,0.0,$51
2014-03-31,0.0,$40
2014-06-30,0.0,$33
2014-09-30,59.05,$44
2014-12-31,56.04,$53
2015-03-31,16.74,$44
2015-06-30,15.32,$48
2015-09-30,15.91,$51
2015-12-31,34.06,$59
2016-03-31,37.89,$51
2016-06-30,55.0,$55
2016-09-30,78.43,$6
2016-12-31,0.0,$17
2017-03-31,0.0,$4
2017-06-30,0.0,$27
2017-09-30,0.0,$28
2017-12-31,0.0,$43
2018-03-31,0.0,$8
2018-06-30,16.35,$16
2018-09-30,53.89,$38
2018-12-31,0.0,$50
2019-03-31,0.0,$18
2019-06-30,0.0,$24
2019-09-30,0.0,$32
2019-12-31,0.0,$62
2020-03-31,0.0,$6
2020-06-30,30.0,$19
2020-09-30,0.0,$19
2020-12-31,0.0,$32
2021-03-31,0.0,$16
2021-06-30,26.0,$30
2021-09-30,27.81,$17
2021-12-31,10.35,$29
2022-03-31,8.65,$25
2022-07-08,6.95,$25
