Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,8.69,$256
2010-03-31,7.73,$228
2010-06-30,6.07,$212
2010-09-30,6.9,$213
2010-12-31,6.54,$157
2011-03-31,6.22,$151
2011-06-30,5.73,$159
2011-09-30,6.33,$160
2011-12-31,5.66,$111
2012-03-31,5.19,$140
2012-06-30,4.6,$136
2012-09-30,4.8,$134
2012-12-31,5.68,$137
2013-03-31,6.23,$119
2013-06-30,9.99,$119
2013-09-30,11.82,$111
2013-12-31,10.49,$122
2014-03-31,11.38,$119
2014-06-30,16.02,$108
2014-09-30,12.0,$102
2014-12-31,17.19,$95
2015-03-31,21.87,$121
2015-06-30,14.48,$131
2015-09-30,9.55,$137
2015-12-31,12.76,$145
2016-03-31,13.27,$144
2016-06-30,14.48,$160
2016-09-30,14.42,$173
2016-12-31,16.93,$215
2017-03-31,17.3,$197
2017-06-30,15.95,$194
2017-09-30,20.5,$174
2017-12-31,12.95,$195
2018-03-31,13.93,$177
2018-06-30,12.6,$170
2018-09-30,8.07,$169
2018-12-31,9.01,$181
2019-03-31,9.66,$170
2019-06-30,8.56,$189
2019-09-30,10.11,$198
2019-12-31,11.11,$195
2020-03-31,5.27,$177
2020-06-30,308.31,$169
2020-09-30,0.0,$166
2020-12-31,0.0,$150
2021-03-31,0.0,$165
2021-06-30,68.24,$175
2021-09-30,68.41,$201
2021-12-31,94.81,$210
2022-03-31,64.76,$231
2022-07-08,49.39,$231
