Date,PE Ratio,Revenue_Amount(Millions)
2010-12-31,0.0,"$1,784"
2011-03-31,0.0,"$1,770"
2011-06-30,0.0,"$1,791"
2011-09-30,0.0,"$1,809"
2011-12-31,0.0,"$1,834"
2012-03-31,0.0,"$1,827"
2012-06-30,0.0,"$1,884"
2012-09-30,0.0,"$1,880"
2012-12-31,0.0,"$1,913"
2013-03-31,0.0,"$1,917"
2013-06-30,0.0,"$1,972"
2013-09-30,0.0,"$2,118"
2013-12-31,0.0,"$2,148"
2014-03-31,0.0,"$2,202"
2014-06-30,0.0,"$2,259"
2014-09-30,0.0,"$2,287"
2014-12-31,0.0,"$2,360"
2015-03-31,0.0,"$2,362"
2015-06-30,0.0,"$2,430"
2015-09-30,0.0,"$2,450"
2015-12-31,0.0,"$2,512"
2016-03-31,0.0,"$2,530"
2016-06-30,18.41,"$6,161"
2016-09-30,21.47,"$10,037"
2016-12-31,18.63,"$10,275"
2017-03-31,18.31,"$10,164"
2017-06-30,97.64,"$10,357"
2017-09-30,123.19,"$10,458"
2017-12-31,9.37,"$10,602"
2018-03-31,8.65,"$10,657"
2018-06-30,8.01,"$10,854"
2018-09-30,8.46,"$10,892"
2018-12-31,54.28,"$11,231"
2019-03-31,61.29,"$11,206"
2019-06-30,66.98,"$11,347"
2019-09-30,74.52,"$11,450"
2019-12-31,64.51,"$11,761"
2020-03-31,52.76,"$11,738"
2020-06-30,48.53,"$11,696"
2020-09-30,49.28,"$12,039"
2020-12-31,42.85,"$12,624"
2021-03-31,34.88,"$12,522"
2021-06-30,37.28,"$12,802"
2021-09-30,33.15,"$13,146"
2021-12-31,26.26,"$13,212"
2022-03-31,19.75,"$13,200"
2022-07-08,16.78,"$13,200"
