Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,18.96,$313
2010-03-31,16.1,$285
2010-06-30,12.48,$258
2010-09-30,13.21,$320
2010-12-31,13.25,$385
2011-03-31,14.32,$331
2011-06-30,15.22,$310
2011-09-30,11.59,$362
2011-12-31,12.72,$406
2012-03-31,13.75,$323
2012-06-30,14.75,$313
2012-09-30,18.16,$353
2012-12-31,22.47,$652
2013-03-31,25.0,$646
2013-06-30,32.04,$588
2013-09-30,26.87,$717
2013-12-31,30.77,$741
2014-03-31,24.45,$628
2014-06-30,20.62,$614
2014-09-30,19.37,$711
2014-12-31,20.72,$809
2015-03-31,23.03,$631
2015-06-30,20.1,$630
2015-09-30,17.02,$679
2015-12-31,12.97,$751
2016-03-31,17.41,$578
2016-06-30,19.27,$584
2016-09-30,20.83,$604
2016-12-31,23.04,$730
2017-03-31,26.57,$591
2017-06-30,30.92,$599
2017-09-30,45.22,$581
2017-12-31,0.0,$579
2018-03-31,97.51,$534
2018-06-30,51.45,$567
2018-09-30,37.05,$559
2018-12-31,14.76,$580
2019-03-31,17.0,$523
2019-06-30,13.99,$569
2019-09-30,14.64,$574
2019-12-31,22.52,$607
2020-03-31,12.57,$439
2020-06-30,33.05,$349
2020-09-30,63.01,$493
2020-12-31,0.0,$510
2021-03-31,0.0,$511
2021-06-30,0.0,$632
2021-09-30,0.0,$637
2021-12-31,35.68,$636
2022-03-31,47.76,$615
2022-07-08,44.04,$615
