Date,PE Ratio,Revenue_Amount(Millions)
2016-03-31,12.44,$107
2016-06-30,11.02,$120
2016-09-30,11.37,$111
2016-12-31,19.39,$127
2017-03-31,26.86,$122
2017-06-30,54.37,$128
2017-09-30,521.27,$132
2017-12-31,32.16,$161
2018-03-31,0.0,$125
2018-06-30,0.0,$136
2018-09-30,0.0,$144
2018-12-31,0.0,$169
2019-03-31,69.94,$158
2019-06-30,285.86,$168
2019-09-30,0.0,$157
2019-12-31,0.0,$200
2020-03-31,0.0,$204
2020-06-30,228.41,$168
2020-09-30,0.0,$226
2020-12-31,0.0,$277
2021-03-31,0.0,$242
2021-06-30,0.0,$285
2021-09-30,0.0,$237
2021-12-31,0.0,$278
2022-03-31,0.0,$233
2022-07-08,0.0,$233
