Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$32
2010-03-31,552.0,$33
2010-06-30,102.35,$35
2010-09-30,95.44,$37
2010-12-31,85.25,$39
2011-03-31,59.07,$39
2011-06-30,47.08,$41
2011-09-30,26.65,$42
2011-12-31,31.45,$45
2012-03-31,36.0,$45
2012-06-30,33.3,$47
2012-09-30,28.59,$48
2012-12-31,24.26,$50
2013-03-31,29.94,$45
2013-06-30,23.78,$47
2013-09-30,30.0,$48
2013-12-31,46.1,$53
2014-03-31,46.53,$51
2014-06-30,48.2,$53
2014-09-30,38.39,$57
2014-12-31,41.55,$61
2015-03-31,36.05,$57
2015-06-30,34.15,$56
2015-09-30,33.18,$48
2015-12-31,39.33,$55
2016-03-31,62.26,$48
2016-06-30,0.0,$50
2016-09-30,0.0,$47
2016-12-31,0.0,$52
2017-03-31,0.0,$49
2017-06-30,0.0,$51
2017-09-30,0.0,$53
2017-12-31,0.0,$58
2018-03-31,0.0,$55
2018-06-30,632.0,$57
2018-09-30,203.62,$59
2018-12-31,94.63,$64
2019-03-31,74.66,$61
2019-06-30,63.41,$60
2019-09-30,50.54,$63
2019-12-31,54.85,$67
2020-03-31,49.0,$60
2020-06-30,65.53,$58
2020-09-30,83.59,$63
2020-12-31,138.75,$69
2021-03-31,113.39,$67
2021-06-30,96.19,$70
2021-09-30,99.18,$73
2021-12-31,260.25,$77
2022-03-31,199.81,$74
2022-07-08,140.56,$74
