Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,11.61,$626
2010-03-31,10.82,$557
2010-06-30,8.0,$565
2010-09-30,8.93,$523
2010-12-31,9.5,$655
2011-03-31,11.47,$636
2011-06-30,12.57,$670
2011-09-30,11.42,$603
2011-12-31,11.16,$676
2012-03-31,12.25,$640
2012-06-30,13.6,$639
2012-09-30,10.86,$594
2012-12-31,13.67,$711
2013-03-31,17.36,$663
2013-06-30,12.33,$688
2013-09-30,13.52,$603
2013-12-31,13.75,$717
2014-03-31,12.38,$663
2014-06-30,13.82,$674
2014-09-30,12.35,$589
2014-12-31,11.7,$680
2015-03-31,14.42,$582
2015-06-30,12.62,$589
2015-09-30,9.59,$521
2015-12-31,12.34,$592
2016-03-31,12.12,$526
2016-06-30,12.55,$565
2016-09-30,13.85,$522
2016-12-31,10.26,$601
2017-03-31,12.18,$555
2017-06-30,19.85,$573
2017-09-30,19.92,$540
2017-12-31,0.0,$589
2018-03-31,0.0,$543
2018-06-30,0.0,$535
2018-09-30,0.0,$486
2018-12-31,9.78,$506
2019-03-31,7.85,$487
2019-06-30,6.9,$475
2019-09-30,7.63,$418
2019-12-31,33.0,$233
2020-03-31,0.0,$376
2020-06-30,0.0,$397
2020-09-30,63.0,$424
2020-12-31,14.72,$361
2021-03-31,8.23,$414
2021-06-30,9.21,$465
2021-09-30,70.4,$377
2021-12-31,44.97,$347
2022-03-31,0.0,$348
2022-07-08,0.0,$348
