Date,PE Ratio,Revenue_Amount(Millions)
2015-06-30,33.44,$61
2015-09-30,33.62,$67
2015-12-31,41.22,$72
2016-03-31,33.54,$73
2016-06-30,41.42,$80
2016-09-30,42.55,$82
2016-12-31,32.07,$87
2017-03-31,34.34,$89
2017-06-30,49.93,$100
2017-09-30,48.87,$110
2017-12-31,53.4,$115
2018-03-31,57.27,$120
2018-06-30,46.17,$128
2018-09-30,41.25,$135
2018-12-31,40.23,$140
2019-03-31,49.58,$146
2019-09-30,63.16,$171
2020-03-31,63.68,$192
2020-06-30,112.67,$183
2020-09-30,136.81,$207
2020-12-31,158.84,$233
2021-03-31,133.94,$270
2021-06-30,123.83,$305
2021-09-30,135.75,$342
2021-12-31,137.16,$380
2022-03-31,100.03,$401
2022-07-08,71.74,$401
