Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$624
2010-03-31,24.98,$668
2010-06-30,23.71,$590
2010-09-30,19.11,$682
2010-12-31,21.64,$670
2011-03-31,26.36,$676
2011-06-30,24.36,$765
2011-09-30,18.52,$767
2011-12-31,17.55,$743
2012-03-31,17.59,$655
2012-06-30,0.0,$606
2012-09-30,0.0,$692
2012-12-31,0.0,$777
2013-03-31,0.0,$734
2013-06-30,0.0,$862
2013-09-30,63.82,$868
2013-12-31,19.67,$907
2014-03-31,21.01,"$1,113"
2014-06-30,21.87,"$1,035"
2014-09-30,16.26,$928
2014-12-31,10.42,$962
2015-03-31,10.59,$933
2015-06-30,0.0,$764
2015-09-30,0.0,$749
2015-12-31,0.0,$687
2016-03-31,0.0,$579
2016-06-30,0.0,$522
2016-09-30,0.0,$651
2016-12-31,0.0,$684
2017-03-31,0.0,$846
2017-06-30,0.0,$811
2017-09-30,9.7,$737
2017-12-31,3.4,$809
2018-03-31,3.03,$920
2018-06-30,4.95,$816
2018-09-30,5.49,$951
2018-12-31,3.63,"$1,175"
2019-03-31,2.79,$990
2019-06-30,1.71,$667
2019-09-30,0.97,$636
2019-12-31,1.47,$745
2020-03-31,0.0,$592
2020-06-30,0.0,$410
2020-09-30,0.0,$527
2020-12-31,0.0,$779
2021-03-31,0.0,"$1,072"
2021-06-30,0.0,"$1,050"
2021-09-30,0.0,"$1,598"
2021-12-31,0.0,"$2,947"
2022-03-31,0.0,"$2,943"
2022-07-08,0.0,"$2,943"
