Date,PE Ratio,Revenue_Amount(Millions)
2009-10-31,0.0,$237
2010-01-31,0.0,$221
2010-04-30,0.0,$252
2010-07-31,0.0,$279
2010-10-31,14.18,$290
2011-01-31,15.11,$271
2011-04-30,15.89,$319
2011-07-31,14.19,$312
2011-10-31,12.82,$331
2012-01-31,12.91,$276
2012-04-30,16.15,$315
2012-07-31,14.39,$380
2012-10-31,15.5,$439
2013-01-31,17.45,$347
2013-04-30,17.77,$382
2013-07-31,18.6,$403
2013-10-31,19.28,$411
2014-01-31,19.2,$359
2014-04-30,19.93,$417
2014-07-31,19.08,$459
2014-10-31,18.42,$469
2015-01-31,16.92,$379
2015-04-30,19.33,$401
2015-07-31,18.37,$463
2015-10-31,19.2,$446
2016-01-31,16.21,$372
2016-04-30,18.4,$438
2016-07-31,19.63,$490
2016-10-31,20.11,$509
2017-01-31,22.19,$407
2017-04-30,25.15,$496
2017-07-31,24.15,$589
2017-10-31,23.86,$574
2018-01-31,22.96,$550
2018-04-30,25.27,$554
2018-07-31,27.13,$581
2018-10-31,24.37,$569
2019-01-31,32.11,$498
2019-04-30,25.81,$551
2019-07-31,25.08,$560
2019-10-31,26.44,$585
2020-01-31,28.25,$495
2020-04-30,26.98,$529
2020-07-31,33.28,$538
2020-10-31,44.63,$559
2021-01-31,37.59,$527
2021-04-30,39.91,$590
2021-07-31,36.32,$647
2021-10-31,32.62,$599
2022-01-31,27.33,$609
2022-04-30,26.14,$635
2022-07-08,25.2,$635
