Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$32
2010-03-31,0.0,$31
2010-06-30,0.0,$32
2010-09-30,0.0,$35
2010-12-31,20.63,$36
2011-03-31,10.89,$35
2011-06-30,7.19,$43
2011-09-30,6.45,$43
2011-12-31,7.13,$40
2012-03-31,6.05,$41
2012-06-30,5.96,$41
2012-09-30,7.92,$51
2012-12-31,8.37,$42
2013-03-31,7.94,$45
2013-06-30,8.15,$36
2013-09-30,8.41,$41
2013-12-31,10.49,$41
2014-03-31,11.92,$38
2014-06-30,12.61,$36
2014-09-30,11.99,$35
2014-12-31,12.94,$39
2015-03-31,12.17,$36
2015-06-30,12.86,$38
2015-09-30,13.65,$38
2015-12-31,13.63,$42
2016-03-31,12.51,$41
2016-06-30,11.87,$44
2016-09-30,12.69,$44
2016-12-31,16.42,$48
2017-03-31,16.1,$51
2017-06-30,16.27,$59
2017-09-30,16.24,$61
2017-12-31,20.29,$66
2018-03-31,18.14,$65
2018-06-30,17.62,$68
2018-09-30,15.82,$69
2018-12-31,9.2,$75
2019-03-31,10.64,$77
2019-06-30,11.78,$91
2019-09-30,11.21,$95
2019-12-31,13.05,$92
2020-03-31,8.03,$90
2020-06-30,9.35,$83
2020-09-30,9.41,$83
2020-12-31,12.53,$103
2021-03-31,15.12,$96
2021-06-30,11.77,$104
2021-09-30,12.51,$121
2021-12-31,11.96,$130
2022-03-31,11.29,$125
2022-07-08,9.96,$125
