Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$152
2010-03-31,0.0,$213
2010-06-30,34.47,$253
2010-09-30,22.11,$302
2010-12-31,15.44,$328
2011-03-31,15.57,$382
2011-06-30,12.36,$443
2011-09-30,6.73,$502
2011-12-31,7.11,$483
2012-03-31,5.99,$503
2012-06-30,6.83,$500
2012-09-30,7.32,$472
2012-12-31,8.43,$470
2013-03-31,12.7,$426
2013-06-30,13.55,$458
2013-09-30,16.27,$491
2013-12-31,21.2,$487
2014-03-31,23.79,$502
2014-06-30,24.41,$583
2014-09-30,21.71,$621
2014-12-31,10.8,$632
2015-03-31,12.2,$406
2015-06-30,24.23,$298
2015-09-30,104.67,$292
2015-12-31,0.0,$268
2016-03-31,0.0,$189
2016-06-30,0.0,$143
2016-09-30,0.0,$176
2016-12-31,0.0,$221
2017-03-31,0.0,$298
2017-06-30,0.0,$399
2017-09-30,62.09,$471
2017-12-31,32.58,$427
2018-03-31,17.88,$436
2018-06-30,13.42,$468
2018-09-30,14.78,$440
2018-12-31,12.01,$377
2019-03-31,19.92,$335
2019-06-30,22.53,$359
2019-09-30,0.0,$293
2019-12-31,0.0,$236
2020-03-31,0.0,$244
2020-06-30,0.0,$89
2020-09-30,0.0,$117
2020-12-31,0.0,$149
2021-03-31,0.0,$183
2021-06-30,0.0,$189
2021-09-30,0.0,$225
2021-12-31,151.33,$268
2022-03-31,71.13,$285
2022-07-08,42.8,$285
