Date,PE Ratio,Revenue_Amount(Millions)
2014-09-30,93.47,$243
2014-12-31,60.33,$265
2015-03-31,50.0,$294
2015-06-30,59.59,$299
2015-09-30,57.75,$333
2015-12-31,43.04,$397
2016-03-31,42.27,$401
2016-06-30,41.37,$407
2016-09-30,28.31,$424
2016-12-31,32.6,$567
2017-03-31,42.36,$517
2017-06-30,45.42,$542
2017-09-30,35.78,$564
2017-12-31,19.43,$674
2018-03-31,17.82,$564
2018-06-30,21.06,$537
2018-09-30,15.09,$529
2018-12-31,17.34,$670
2019-03-31,15.29,$558
2019-06-30,13.55,$528
2019-09-30,14.38,$523
2019-12-31,12.56,$653
2020-03-31,5.93,$503
2020-06-30,8.97,$438
2020-09-30,11.29,$470
2020-12-31,17.68,$661
2021-03-31,27.56,$541
2021-06-30,32.31,$551
2021-09-30,21.82,$509
2021-12-31,18.51,$653
2022-03-31,13.16,$511
2022-07-08,11.43,$511
