Date,PE Ratio,Revenue_Amount(Millions)
2009-10-31,0.0,$100
2010-01-31,0.0,$90
2010-04-30,24.12,$97
2010-07-31,18.12,$99
2010-10-31,18.53,$108
2011-01-31,14.22,$102
2011-04-30,20.14,$119
2011-07-31,20.05,$111
2011-10-31,17.0,$116
2012-01-31,26.07,$112
2012-04-30,33.54,$126
2012-07-31,27.67,$119
2012-10-31,10.08,$130
2013-01-31,8.96,$123
2013-04-30,11.96,$148
2013-07-31,12.71,$167
2013-10-31,18.81,$191
2014-01-31,20.07,$190
2014-04-30,10.09,$225
2014-07-31,10.84,$218
2014-10-31,12.67,$230
2015-01-31,10.55,$206
2015-04-30,15.17,$227
2015-07-31,9.43,$203
2015-10-31,12.31,$208
2016-01-31,10.64,$185
2016-04-30,12.62,$213
2016-07-31,15.12,$192
2016-10-31,12.79,$209
2017-01-31,16.01,$196
2017-04-30,16.86,$220
2017-07-31,15.2,$201
2017-10-31,18.12,$230
2018-01-31,33.28,$228
2018-04-30,24.88,$249
2018-07-31,23.31,$223
2018-10-31,20.91,$264
2019-01-31,8.75,$247
2019-04-30,11.63,$266
2019-07-31,11.29,$270
2019-10-31,11.9,$257
2020-01-31,10.36,$286
2020-04-30,8.98,$211
2020-07-31,9.05,$191
2020-10-31,8.82,$301
2021-01-31,11.73,$295
2021-04-30,13.91,$301
2021-07-31,13.9,$288
2021-10-31,13.4,$296
2022-01-31,14.3,$292
2022-04-30,19.74,$289
2022-07-08,15.9,$289
