Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,138.05,$54
2010-03-31,91.51,$51
2010-06-30,36.78,$67
2010-09-30,37.35,$80
2010-12-31,27.71,$101
2011-03-31,37.33,$100
2011-06-30,37.11,$122
2011-09-30,18.54,$129
2011-12-31,13.97,$124
2012-03-31,20.29,$123
2012-06-30,16.41,$138
2012-09-30,20.41,$156
2012-12-31,23.72,$145
2013-03-31,23.14,$142
2013-06-30,20.59,$168
2013-09-30,19.1,$172
2013-12-31,26.04,$166
2014-03-31,23.08,$171
2014-06-30,21.5,$192
2014-09-30,19.99,$200
2014-12-31,19.66,$207
2015-03-31,22.5,$199
2015-06-30,19.58,$235
2015-09-30,16.96,$244
2015-12-31,19.6,$224
2016-03-31,21.89,$207
2016-06-30,17.82,$253
2016-09-30,17.9,$266
2016-12-31,20.35,$280
2017-03-31,22.73,$286
2017-06-30,24.3,$369
2017-09-30,27.25,$393
2017-12-31,33.67,$361
2018-03-31,33.77,$360
2018-06-30,30.6,$414
2018-09-30,22.49,$356
2018-12-31,15.35,$330
2019-03-31,23.46,$315
2019-06-30,27.54,$364
2019-09-30,28.07,$329
2019-12-31,43.26,$307
2020-03-31,36.64,$249
2020-06-30,67.39,$296
2020-09-30,86.28,$318
2020-12-31,75.35,$337
2021-03-31,59.42,$346
2021-06-30,51.03,$372
2021-09-30,32.53,$379
2021-12-31,33.36,$364
2022-03-31,21.07,$370
2022-07-08,17.92,$370
