Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,"$2,358"
2010-03-31,0.0,"$2,581"
2010-06-30,0.0,"$2,621"
2010-09-30,15.16,"$2,788"
2010-12-31,13.79,"$3,011"
2011-03-31,12.58,"$3,087"
2011-06-30,9.98,"$3,416"
2011-09-30,9.09,"$3,971"
2011-12-31,8.73,"$3,762"
2012-03-31,8.36,"$3,644"
2012-06-30,7.99,"$3,244"
2012-09-30,10.89,"$3,399"
2012-12-31,0.0,"$4,107"
2013-03-31,0.0,"$3,399"
2013-06-30,0.0,"$3,201"
2013-09-30,0.0,"$2,985"
2013-12-31,0.0,"$2,942"
2014-03-31,0.0,"$2,647"
2014-06-30,0.0,"$2,458"
2014-09-30,0.0,"$2,624"
2014-12-31,0.0,"$2,510"
2015-03-31,0.0,"$2,245"
2015-06-30,0.0,"$2,231"
2015-09-30,0.0,"$2,315"
2015-12-31,0.0,"$2,238"
2016-03-31,0.0,"$1,930"
2016-06-30,0.0,"$2,012"
2016-09-30,0.0,"$2,297"
2016-12-31,26.52,"$2,319"
2017-03-31,14.61,"$1,993"
2017-06-30,7.34,"$2,160"
2017-09-30,8.08,"$1,993"
2017-12-31,11.01,"$2,228"
2018-03-31,14.79,"$1,790"
2018-06-30,0.0,"$1,712"
2018-09-30,0.0,"$1,837"
2018-12-31,0.0,"$1,904"
2019-03-31,0.0,"$2,093"
2019-06-30,0.0,"$2,063"
2019-09-30,36.71,"$2,678"
2019-12-31,7.9,"$2,883"
2020-03-31,7.29,"$2,721"
2020-06-30,10.37,"$3,055"
2020-09-30,15.95,"$3,540"
2020-12-31,16.84,"$3,279"
2021-03-31,13.86,"$2,956"
2021-06-30,14.23,"$2,893"
2021-09-30,15.82,"$2,826"
2021-12-31,16.43,"$3,310"
2022-03-31,22.29,"$2,853"
2022-07-08,15.76,"$2,853"
