Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,16.54,$358
2010-03-31,21.58,$300
2010-06-30,19.43,$222
2010-09-30,22.73,$504
2010-12-31,23.23,$457
2011-03-31,21.99,$333
2011-06-30,24.47,$268
2011-09-30,15.01,$567
2011-12-31,13.57,$526
2012-03-31,15.2,$333
2012-06-30,16.26,$290
2012-09-30,16.99,$545
2012-12-31,16.49,$501
2013-03-31,16.91,$348
2013-06-30,18.25,$280
2013-09-30,19.56,$523
2013-12-31,26.62,$533
2014-03-31,24.9,$424
2014-06-30,24.74,$324
2014-09-30,19.64,$675
2014-12-31,21.2,$677
2015-03-31,28.26,$479
2015-06-30,28.13,$380
2015-09-30,23.33,$768
2015-12-31,18.55,$699
2016-03-31,22.2,$525
2016-06-30,21.59,$389
2016-09-30,22.24,$746
2016-12-31,20.38,$717
2017-03-31,20.16,$544
2017-06-30,20.35,$399
2017-09-30,21.11,$747
2017-12-31,46.28,$776
2018-03-31,45.39,$607
2018-06-30,45.72,$482
2018-09-30,42.85,$796
2018-12-31,21.28,$918
2019-03-31,23.76,$655
2019-06-30,21.88,$526
2019-09-30,19.76,$907
2019-12-31,20.31,$955
2020-03-31,18.24,$568
2020-06-30,29.88,$317
2020-09-30,46.46,$701
2020-12-31,53.34,$916
2021-03-31,42.48,$626
2021-06-30,25.37,$566
2021-09-30,21.52,$805
2021-12-31,18.04,"$1,130"
2022-03-31,16.25,$762
2022-07-08,13.43,$762
