Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,19.81,$34
2010-03-31,18.62,$34
2010-06-30,14.17,$34
2010-09-30,14.99,$33
2010-12-31,16.09,$33
2011-03-31,15.4,$35
2011-06-30,13.68,$37
2011-09-30,11.74,$37
2011-12-31,12.71,$37
2012-03-31,15.21,$57
2012-06-30,14.84,$57
2012-09-30,13.38,$59
2012-12-31,11.8,$59
2013-03-31,11.91,$55
2013-06-30,10.85,$56
2013-09-30,12.48,$54
2013-12-31,14.31,$57
2014-03-31,13.71,$60
2014-06-30,13.77,$57
2014-09-30,11.79,$61
2014-12-31,13.04,$60
2015-03-31,12.76,$61
2015-06-30,13.8,$60
2015-09-30,12.31,$61
2015-12-31,13.27,$65
2016-03-31,12.64,$64
2016-06-30,12.59,$65
2016-09-30,13.84,$67
2016-12-31,18.75,$66
2017-03-31,17.76,$78
2017-06-30,16.24,$70
2017-09-30,17.13,$73
2017-12-31,20.02,$74
2018-03-31,19.34,$78
2018-06-30,20.64,$84
2018-09-30,16.92,$88
2018-12-31,11.8,$90
2019-03-31,11.92,$92
2019-06-30,12.82,$95
2019-09-30,12.37,$96
2019-12-31,13.67,$95
2020-03-31,17.3,$93
2020-06-30,15.93,$88
2020-09-30,14.84,$86
2020-12-31,18.82,$85
2021-03-31,12.33,$83
2021-06-30,10.97,$84
2021-09-30,10.28,$83
2021-12-31,10.76,$88
2022-03-31,10.74,$81
2022-07-08,9.12,$81
