Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,4.49,$19
2010-03-31,5.33,$31
2010-06-30,5.72,$28
2010-09-30,6.82,$25
2010-12-31,8.05,$52
2011-03-31,6.77,$44
2011-06-30,4.55,$49
2011-09-30,3.99,$41
2011-12-31,3.78,$63
2012-03-31,4.25,$61
2012-06-30,4.51,$61
2012-09-30,4.9,$50
2012-12-31,4.91,$58
2013-03-31,6.92,$50
2013-06-30,6.47,$56
2013-09-30,6.47,$56
2013-12-31,7.42,$53
2014-03-31,6.55,$54
2014-06-30,7.59,$55
2014-09-30,7.65,$58
2014-12-31,6.82,$72
2015-03-31,7.09,$60
2015-06-30,7.07,$54
2015-09-30,4.85,$71
2015-12-31,6.2,$64
2016-03-31,6.22,$59
2016-06-30,6.77,$67
2016-09-30,7.75,$66
2016-12-31,9.14,$67
2017-03-31,8.73,$63
2017-06-30,9.28,$61
2017-09-30,11.13,$58
2017-12-31,9.42,$62
2018-03-31,11.37,$62
2018-06-30,10.06,$67
2018-09-30,56.81,$63
2018-12-31,48.04,$18
2019-03-31,35.1,$77
2019-06-30,28.49,$76
2019-09-30,7.66,$69
2019-12-31,8.21,$70
2020-03-31,4.19,$62
2020-06-30,5.29,$45
2020-09-30,6.13,$42
2020-12-31,8.95,$38
2021-03-31,9.51,$36
2021-06-30,9.82,$37
2021-09-30,11.22,$40
2021-12-31,9.85,$46
2022-03-31,9.45,$50
2022-07-08,8.31,$50
