Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$100
2010-03-31,0.0,$110
2010-06-30,0.0,$115
2010-09-30,70.4,$124
2010-12-31,0.0,$92
2011-03-31,0.0,$116
2011-06-30,0.0,$153
2011-09-30,0.0,$120
2011-12-31,0.0,$92
2012-03-31,0.0,$144
2012-06-30,0.0,$151
2012-09-30,207.25,$137
2012-12-31,178.8,$99
2013-03-31,0.0,$160
2013-06-30,35.41,$176
2013-09-30,20.33,$150
2013-12-31,25.13,$110
2014-03-31,27.62,$137
2014-06-30,36.39,$214
2014-09-30,36.63,$164
2014-12-31,32.87,$158
2015-03-31,37.34,$172
2015-06-30,28.33,$232
2015-09-30,7.28,$189
2015-12-31,9.35,$170
2016-03-31,9.5,$200
2016-06-30,8.36,$346
2016-09-30,22.53,$227
2016-12-31,19.35,$227
2017-03-31,21.44,$245
2017-06-30,19.36,$330
2017-09-30,17.24,$251
2017-12-31,18.17,$237
2018-03-31,16.21,$271
2018-06-30,13.73,$361
2018-09-30,12.43,$309
2018-12-31,10.58,$242
2019-03-31,11.34,$304
2019-06-30,9.24,$383
2019-09-30,9.74,$308
2019-12-31,9.32,$304
2020-03-31,5.82,$308
2020-06-30,8.85,$498
2020-09-30,7.66,$399
2020-12-31,8.8,$412
2021-03-31,9.07,$523
2021-06-30,7.56,$666
2021-09-30,7.17,$462
2021-12-31,8.07,$473
2022-03-31,5.03,$610
2022-07-08,4.9,$610
