Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,67.02,$49
2010-03-31,54.96,$46
2010-06-30,53.05,$53
2010-09-30,59.78,$56
2010-12-31,50.85,$62
2011-03-31,57.8,$61
2011-06-30,53.13,$69
2011-09-30,32.26,$82
2011-12-31,44.75,$86
2012-03-31,51.23,$84
2012-06-30,35.39,$89
2012-09-30,38.78,$97
2012-12-31,33.42,$104
2013-03-31,42.06,$103
2013-06-30,45.0,$112
2013-09-30,54.77,$123
2013-12-31,39.86,$135
2014-03-31,31.77,$115
2014-06-30,55.4,$132
2014-09-30,59.68,$148
2014-12-31,77.54,$161
2015-03-31,123.87,$148
2015-06-30,70.25,$154
2015-09-30,39.82,$169
2015-12-31,47.53,$181
2016-03-31,38.69,$158
2016-06-30,47.49,$200
2016-09-30,65.84,$231
2016-12-31,50.58,$256
2017-03-31,60.32,$270
2017-06-30,76.88,$284
2017-09-30,85.98,$305
2017-12-31,983.31,$358
2018-03-31,0.0,$321
2018-06-30,0.0,$335
2018-09-30,0.0,$355
2018-12-31,0.0,$428
2019-03-31,0.0,$474
2019-06-30,3823.56,$545
2019-09-30,0.0,$603
2019-12-31,0.0,$674
2020-03-31,0.0,$652
2020-06-30,0.0,$878
2020-09-30,0.0,"$1,116"
2020-12-31,0.0,"$1,327"
2021-03-31,0.0,"$1,378"
2021-06-30,0.0,"$1,703"
2021-09-30,1056.23,"$1,857"
2021-12-31,797.87,"$2,131"
2022-03-31,324.11,"$2,248"
2022-07-08,193.09,"$2,248"
