Date,PE Ratio,Revenue_Amount(Millions)
2013-10-31,0.0,$396
2014-01-31,135.1,$472
2014-04-30,135.63,$366
2014-07-31,51.77,$434
2014-10-31,44.13,$485
2015-01-31,39.97,$583
2015-04-30,37.14,$422
2015-07-31,42.81,$507
2015-10-31,43.13,$532
2016-01-31,28.53,$647
2016-04-30,26.07,$455
2016-07-31,27.51,$543
2016-10-31,41.99,$549
2017-01-31,245.64,$587
2017-04-30,137.06,$562
2017-07-31,0.0,$615
2017-10-31,224.8,$592
2018-01-31,469.95,$670
2018-04-30,68.18,$557
2018-07-31,33.88,$641
2018-10-31,27.16,$637
2019-01-31,24.01,$671
2019-04-30,17.84,$598
2019-07-31,21.41,$707
2019-10-31,23.09,$678
2020-01-31,22.89,$665
2020-04-30,19.12,$483
2020-07-31,34.34,$709
2020-10-31,42.76,$844
2021-01-31,50.09,$812
2021-04-30,49.68,$861
2021-07-31,38.54,$989
2021-10-31,30.72,"$1,006"
2022-01-31,18.25,$903
2022-04-30,11.19,$957
2022-07-08,8.73,$957
