Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,10.64,$119
2010-03-31,11.19,$85
2010-06-30,12.07,$99
2010-09-30,11.47,$126
2010-12-31,13.76,$118
2011-03-31,14.23,$71
2011-06-30,11.96,$114
2011-09-30,9.33,$136
2011-12-31,9.53,$115
2012-03-31,11.93,$79
2012-06-30,18.02,$110
2012-09-30,20.29,$144
2012-12-31,27.43,$116
2013-03-31,31.08,$82
2013-06-30,18.38,$123
2013-09-30,24.05,$135
2013-12-31,13.8,$123
2014-03-31,11.33,$70
2014-06-30,16.0,$100
2014-09-30,18.71,$101
2014-12-31,33.54,$123
2015-03-31,63.29,$77
2015-06-30,36.72,$122
2015-09-30,25.95,$112
2015-12-31,34.38,$136
2016-03-31,25.83,$76
2016-06-30,32.44,$115
2016-09-30,31.3,$114
2016-12-31,21.71,$143
2017-03-31,19.41,$72
2017-06-30,15.15,$97
2017-09-30,13.88,$116
2017-12-31,233.69,$141
2018-03-31,52.06,$80
2018-06-30,60.36,$114
2018-09-30,86.19,$110
2018-12-31,13.14,$137
2019-03-31,13.86,$77
2019-06-30,11.43,$110
2019-09-30,15.34,$111
2019-12-31,13.05,$147
2020-03-31,6.55,$65
2020-06-30,19.81,$4
2020-09-30,0.0,$6
2020-12-31,0.0,$16
2021-03-31,0.0,$5
2021-06-30,0.0,$14
2021-09-30,0.0,$32
2021-12-31,0.0,$64
2022-03-31,0.0,$36
2022-07-08,0.0,$36
