Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,34.24,$955
2010-03-31,33.46,"$1,211"
2010-06-30,35.35,"$1,057"
2010-09-30,42.23,"$1,172"
2010-12-31,32.38,"$1,296"
2011-03-31,30.76,"$1,802"
2011-06-30,27.92,"$1,484"
2011-09-30,21.75,"$1,653"
2011-12-31,18.8,"$1,626"
2012-03-31,23.36,"$1,997"
2012-06-30,22.19,"$1,642"
2012-09-30,25.03,"$1,743"
2012-12-31,25.68,"$1,944"
2013-03-31,22.55,"$2,200"
2013-06-30,21.21,"$1,850"
2013-09-30,17.58,"$1,926"
2013-12-31,19.21,"$2,005"
2014-03-31,22.49,"$2,266"
2014-06-30,24.85,"$2,115"
2014-09-30,31.74,"$2,115"
2019-09-30,120.85,"$2,115"
2020-09-30,63.09,"$5,189"
2020-12-31,59.81,"$5,418"
2021-06-30,40.69,"$5,295"
2021-09-30,29.74,"$13,052"
2021-12-31,24.37,"$5,768"
2022-07-08,22.64,"$5,768"
