Date,PE Ratio,Revenue_Amount(Millions)
2015-06-30,14.37,$11
2015-09-30,13.81,$12
2015-12-31,16.82,$11
2016-03-31,13.89,$12
2016-06-30,14.14,$13
2016-09-30,13.71,$12
2016-12-31,15.78,$12
2017-03-31,18.89,$12
2017-06-30,20.92,$13
2017-09-30,23.14,$16
2017-12-31,23.41,$17
2018-03-31,25.4,$18
2018-06-30,23.12,$19
2018-09-30,19.54,$20
2018-12-31,16.94,$21
2019-03-31,14.0,$22
2019-06-30,13.93,$24
2019-09-30,13.51,$24
2019-12-31,13.86,$25
2020-03-31,9.35,$25
2020-06-30,11.46,$28
2020-09-30,10.61,$27
2020-12-31,12.72,$27
2021-03-31,11.64,$25
2021-06-30,12.04,$28
2021-09-30,42.62,$28
2021-12-31,24.02,$25
2022-03-31,15.58,$30
2022-07-08,18.48,$30
