Date,PE Ratio,Revenue_Amount(Millions)
2014-09-30,8.69,$897
2014-12-31,1.74,"$1,198"
2015-03-31,2.76,"$1,598"
2015-06-30,2.57,$662
2015-09-30,1.61,$558
2015-12-31,2.58,$664
2016-03-31,3.3,$723
2016-06-30,4.53,$477
2016-09-30,6.67,$423
2016-12-31,37.95,$767
2017-03-31,7.32,$918
2017-06-30,7.46,$514
2017-09-30,7.54,$491
2017-12-31,10.97,$932
2018-03-31,9.1,"$1,331"
2018-06-30,12.23,$742
2018-09-30,16.21,$618
2018-12-31,2.87,"$1,080"
2019-03-31,8.94,"$1,258"
2019-06-30,6.95,$662
2019-09-30,5.64,$583
2019-12-31,11.11,$999
2020-03-31,5.96,$960
2020-06-30,16.37,$358
2020-09-30,8.18,$390
2020-12-31,14.61,$627
2021-03-31,16.08,"$1,036"
2021-06-30,35.29,$658
2021-09-30,0.0,$665
2021-12-31,0.0,"$1,139"
2022-03-31,0.0,"$1,813"
2022-07-08,0.0,"$1,813"
