Date,PE Ratio,Revenue_Amount(Millions)
2010-12-31,46.96,$69
2011-03-31,45.96,$65
2011-06-30,46.91,$85
2011-09-30,43.29,$98
2011-12-31,46.46,$103
2012-03-31,35.78,$109
2012-06-30,28.56,$133
2012-09-30,32.32,$142
2012-12-31,35.17,$142
2013-03-31,32.54,$140
2013-06-30,27.6,$179
2013-09-30,28.6,$187
2013-12-31,39.59,$185
2014-03-31,33.3,$166
2014-06-30,30.93,$201
2014-09-30,29.82,$226
2014-12-31,31.56,$209
2015-03-31,23.36,$207
2015-06-30,27.26,$235
2015-09-30,22.63,$252
2015-12-31,28.3,$198
2016-03-31,29.61,$223
2016-06-30,22.76,$249
2016-09-30,26.96,$266
2016-12-31,29.54,$203
2017-03-31,32.66,$231
2017-06-30,39.67,$293
2017-09-30,49.39,$357
2017-12-31,54.97,$374
2018-03-31,50.52,$333
2018-06-30,67.63,$381
2018-09-30,46.28,$403
2018-12-31,82.96,$347
2019-03-31,129.74,$356
2019-06-30,79.37,$417
2019-09-30,98.58,$427
2019-12-31,46.45,$411
2020-03-31,0.0,$284
2020-06-30,0.0,$277
2020-09-30,0.0,$466
2020-12-31,0.0,$536
2021-03-31,0.0,$355
2021-06-30,187.41,$556
2021-09-30,142.4,$547
2021-12-31,0.0,$548
2022-03-31,0.0,$423
2022-07-08,0.0,$423
