Date,PE Ratio,Revenue_Amount(Millions)
2011-06-30,18.66,$165
2011-09-30,13.55,$228
2011-12-31,18.05,$188
2012-03-31,20.22,$147
2012-06-30,20.22,$164
2012-09-30,25.13,$164
2012-12-31,24.53,$157
2013-03-31,22.42,$110
2013-06-30,50.06,$126
2013-09-30,77.08,$162
2013-12-31,193.2,$176
2014-03-31,0.0,$101
2014-06-30,703.0,$143
2014-09-30,97.86,$169
2014-12-31,31.82,$181
2015-03-31,23.87,$115
2015-06-30,26.38,$152
2015-09-30,26.73,$189
2015-12-31,104.17,$174
2016-03-31,28.06,$134
2016-06-30,25.71,$163
2016-09-30,26.3,$181
2016-12-31,22.0,$174
2017-03-31,29.77,$135
2017-06-30,24.84,$167
2017-09-30,20.53,$205
2017-12-31,10.36,$211
2018-03-31,13.13,$167
2018-06-30,11.43,$197
2018-09-30,12.52,$205
2018-12-31,17.41,$217
2019-03-31,21.57,$150
2019-06-30,19.64,$198
2019-09-30,22.63,$212
2019-12-31,18.82,$307
2020-03-31,17.56,$212
2020-06-30,31.93,$223
2020-09-30,30.64,$283
2020-12-31,47.49,$314
2021-03-31,40.87,$252
2021-06-30,46.12,$274
2021-09-30,45.65,$274
2021-12-31,60.78,$416
2022-03-31,55.21,$474
2022-07-08,32.86,$474
