Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,8.85,$618
2010-03-31,8.32,$581
2010-06-30,7.8,$673
2010-09-30,10.43,$576
2010-12-31,10.03,$854
2011-03-31,9.28,$882
2011-06-30,9.3,$695
2011-09-30,7.72,$901
2011-12-31,8.65,$962
2012-03-31,10.52,"$1,082"
2012-06-30,9.82,$796
2012-09-30,9.57,$899
2012-12-31,9.94,"$1,248"
2013-03-31,10.13,"$1,055"
2013-06-30,9.32,$956
2013-09-30,9.18,"$1,169"
2013-12-31,8.94,"$1,040"
2014-03-31,8.02,"$1,105"
2014-06-30,8.23,"$1,137"
2014-09-30,7.66,$931
2014-12-31,7.6,"$1,061"
2015-03-31,8.45,$773
2015-06-30,8.28,$944
2015-09-30,8.75,$912
2015-12-31,8.4,$677
2016-03-31,9.5,$811
2016-06-30,9.16,"$1,009"
2016-09-30,9.61,$908
2016-12-31,10.17,$864
2017-03-31,10.52,$864
2017-06-30,12.05,"$1,018"
2018-03-31,16.14,"$1,017"
2019-03-31,15.43,$861
2019-09-30,14.76,$926
2020-03-31,9.76,$861
2020-06-30,12.26,$756
2020-09-30,11.09,$655
2020-12-31,15.7,"$1,232"
2021-03-31,17.22,$889
2021-09-30,11.83,$880
2022-03-31,11.1,$994
2022-07-08,8.81,$994
