Date,PE Ratio,Revenue_Amount(Millions)
2013-12-31,40.67,$487
2014-03-31,26.18,$248
2014-06-30,21.24,$343
2014-09-30,19.61,$478
2014-12-31,23.11,$635
2015-03-31,25.3,$377
2015-06-30,20.13,$496
2015-09-30,13.09,$648
2015-12-31,10.06,$880
2016-03-31,8.73,$424
2016-06-30,8.04,$625
2016-09-30,9.55,$582
2016-12-31,9.41,$774
2017-03-31,11.5,$393
2017-06-30,15.7,$571
2017-09-30,12.55,$718
2017-12-31,14.57,"$1,129"
2018-03-31,11.25,$584
2018-06-30,9.8,$771
2018-09-30,7.65,$775
2018-12-31,5.97,"$1,133"
2019-03-31,8.15,$495
2019-06-30,9.14,$699
2019-09-30,11.39,$748
2019-12-31,10.6,"$1,141"
2020-03-31,5.13,$597
2020-06-30,7.49,$770
2020-09-30,8.52,$832
2020-12-31,7.84,"$1,061"
2021-03-31,7.98,$721
2021-06-30,6.87,"$1,018"
2021-09-30,5.71,"$1,033"
2021-12-31,6.82,"$1,210"
2022-03-31,4.66,$736
2022-07-08,4.33,$736
