Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,14.67,$725
2010-03-31,16.07,$744
2010-06-30,14.06,$753
2010-09-30,14.48,$762
2010-12-31,14.3,$775
2011-03-31,13.61,$789
2011-06-30,13.95,$801
2011-09-30,12.38,$812
2011-12-31,12.06,$807
2012-03-31,12.72,$809
2012-06-30,11.48,$809
2012-09-30,12.19,$822
2012-12-31,12.19,$826
2013-03-31,12.83,$833
2013-06-30,12.46,$841
2013-09-30,12.65,$845
2013-12-31,14.17,$864
2014-03-31,15.77,$897
2014-06-30,16.09,$902
2014-09-30,15.43,$900
2014-12-31,14.63,$906
2015-03-31,16.76,$903
2015-06-30,16.81,$908
2015-09-30,17.81,$927
2015-12-31,18.23,$922
2016-03-31,20.48,$926
2016-06-30,19.56,$930
2016-09-30,19.3,$941
2016-12-31,19.5,$955
2017-03-31,20.12,$966
2017-06-30,20.52,$967
2017-09-30,19.92,$980
2017-12-31,19.43,$978
2018-03-31,20.26,$992
2018-06-30,21.37,"$1,002"
2018-09-30,25.05,"$1,003"
2018-12-31,23.09,"$1,012"
2019-03-31,19.77,"$1,020"
2019-06-30,20.27,"$1,025"
2019-09-30,18.0,"$1,030"
2019-12-31,19.02,"$1,042"
2020-03-31,14.41,"$1,048"
2020-06-30,16.32,"$1,026"
2020-09-30,15.01,"$1,053"
2020-12-31,13.44,"$1,086"
2021-03-31,13.43,"$1,049"
2021-06-30,14.21,"$1,066"
2021-09-30,14.08,"$1,087"
2021-12-31,18.13,"$1,105"
2022-03-31,18.35,"$1,145"
2022-07-08,18.72,"$1,145"
