Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,15.51,$558
2010-03-31,15.07,$580
2010-06-30,11.75,$592
2010-09-30,11.99,$585
2010-12-31,13.34,$605
2011-03-31,12.68,$697
2011-06-30,13.56,$742
2011-09-30,7.5,$723
2011-12-31,9.21,$707
2012-03-31,11.34,$712
2012-06-30,12.77,$685
2012-09-30,11.85,$661
2012-12-31,17.1,$461
2013-03-31,18.83,$642
2013-06-30,15.77,$577
2013-09-30,15.95,$591
2013-12-31,11.26,$585
2014-03-31,12.42,$600
2014-06-30,15.77,$605
2014-09-30,13.66,$642
2014-12-31,31.94,$599
2015-03-31,34.61,$884
2015-06-30,32.15,$718
2015-09-30,33.36,$693
2015-12-31,17.11,$531
2016-03-31,12.73,$657
2016-06-30,53.35,$669
2016-09-30,41.2,$654
2016-12-31,14.09,$697
2017-03-31,23.99,$722
2017-06-30,12.64,$737
2017-09-30,16.51,$755
2017-12-31,250.06,$858
2018-03-31,72.17,$822
2018-06-30,29.52,$854
2018-09-30,29.94,$778
2018-12-31,11.61,$922
2019-03-31,12.24,$832
2019-06-30,13.21,$885
2019-09-30,12.48,$880
2019-12-31,14.13,$993
2020-03-31,11.54,$739
2020-06-30,18.4,$764
2020-09-30,24.58,$747
2020-12-31,41.42,$879
2021-03-31,43.21,$829
2021-06-30,27.11,$774
2021-09-30,115.24,$831
2021-12-31,217.68,$894
2022-03-31,92.77,"$1,128"
2022-07-08,86.53,"$1,128"
