Date,PE Ratio,Revenue_Amount(Millions)
2012-03-31,56.81,$70
2012-06-30,27.61,$68
2012-09-30,29.4,$68
2012-12-31,25.9,$77
2013-03-31,26.13,$72
2013-06-30,48.57,$66
2013-09-30,43.6,$73
2013-12-31,40.19,$71
2014-03-31,28.98,$67
2014-06-30,19.07,$68
2014-09-30,17.32,$79
2014-12-31,16.13,$88
2015-03-31,15.84,$74
2015-06-30,18.52,$65
2015-09-30,17.87,$70
2015-12-31,18.19,$74
2016-03-31,24.73,$72
2016-06-30,29.55,$63
2016-09-30,35.91,$69
2016-12-31,42.42,$64
2017-03-31,46.31,$68
2017-06-30,50.45,$52
2017-09-30,42.83,$62
2017-12-31,84.54,$93
2018-03-31,62.25,$103
2018-06-30,51.98,$89
2018-09-30,66.1,$90
2018-12-31,30.73,$119
2019-03-31,36.04,$114
2019-06-30,40.71,$92
2019-09-30,31.05,$103
2019-12-31,41.23,$100
2020-03-31,41.86,$88
2020-06-30,104.07,$57
2020-09-30,0.0,$66
2020-12-31,0.0,$80
2021-03-31,487.25,$73
2021-06-30,68.16,$71
2021-09-30,86.55,$81
2021-12-31,48.37,$101
2022-03-31,25.71,$103
2022-07-08,22.78,$103
