Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,13.13,$244
2010-03-31,11.11,$188
2010-06-30,14.42,$212
2010-09-30,16.35,$280
2010-12-31,17.43,$397
2011-03-31,13.96,$376
2011-06-30,11.05,$327
2011-09-30,10.52,$435
2011-12-31,10.65,$402
2012-03-31,11.33,$377
2012-06-30,11.46,$350
2012-09-30,12.11,$412
2012-12-31,12.78,$424
2013-03-31,10.94,$355
2013-06-30,8.22,$286
2013-09-30,8.93,$346
2013-12-31,0.0,$299
2014-03-31,0.0,$282
2014-06-30,0.0,$305
2014-09-30,0.0,$316
2014-12-31,0.0,$254
2015-03-31,0.0,$239
2015-06-30,0.0,$244
2015-09-30,0.0,$211
2015-12-31,0.0,$235
2016-03-31,0.0,$227
2016-06-30,0.0,$285
2016-09-30,0.0,$269
2016-12-31,0.0,$287
2017-03-31,0.0,$278
2017-06-30,0.0,$257
2017-09-30,0.0,$369
2017-12-31,57.58,$371
2018-03-31,213.54,$317
2018-06-30,53.61,$318
2018-09-30,50.71,$269
2018-12-31,0.0,$247
2019-03-31,0.0,$186
2019-06-30,0.0,$216
2019-09-30,0.0,$230
2019-12-31,0.0,$235
2020-03-31,0.0,$115
2020-06-30,0.0,$98
2020-09-30,0.0,$228
2020-12-31,0.0,$236
2021-03-31,0.0,$186
2021-06-30,128.35,$241
2021-09-30,0.0,$220
2021-12-31,0.0,$253
2022-03-31,7.14,$233
2022-07-08,4.47,$233
