Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,4.13,$116
2010-03-31,5.8,$38
2010-06-30,9.84,$72
2010-09-30,10.17,$113
2010-12-31,11.08,$168
2011-03-31,17.97,$69
2011-06-30,39.83,$88
2011-09-30,0.0,$92
2011-12-31,169.07,$155
2012-03-31,8.0,$173
2012-06-30,10.01,$93
2012-09-30,6.36,$213
2012-12-31,60.74,$66
2013-03-31,163.0,$171
2013-06-30,12.98,$157
2013-09-30,13.17,$213
2013-12-31,5.61,$223
2014-03-31,7.72,$102
2014-06-30,5.16,$200
2014-09-30,9.31,$28
2014-12-31,11.46,$150
2015-03-31,13.03,$72
2015-06-30,0.0,$68
2015-09-30,0.0,$-90
2015-12-31,0.0,$74
2016-03-31,0.0,$166
2016-06-30,0.0,$88
2016-09-30,0.0,$146
2016-12-31,19.16,$189
2017-03-31,34.53,$164
2017-06-30,15.26,$121
2017-09-30,19.68,$236
2017-12-31,0.0,$125
2018-03-31,0.0,$0
2018-06-30,0.0,$88
2018-09-30,0.0,$33
2018-12-31,0.0,$62
2019-03-31,0.0,$159
2019-06-30,0.0,$140
2019-09-30,0.0,$138
2019-12-31,0.0,$101
2020-03-31,0.0,$76
2020-06-30,0.0,$115
2020-09-30,0.0,$124
2020-12-31,48.73,$169
2021-03-31,6.0,$153
2021-06-30,6.21,$135
2021-09-30,7.46,$139
2021-12-31,15.68,$161
2022-03-31,50.5,$133
2022-07-08,54.29,$133
