Date,PE Ratio,Revenue_Amount(Millions)
2015-09-30,7.89,$22
2015-12-31,4.12,$26
2016-03-31,4.95,$26
2016-06-30,5.28,$28
2016-09-30,5.77,$28
2016-12-31,8.56,$31
2017-03-31,6.02,$28
2017-06-30,5.07,$27
2017-09-30,6.44,$27
2017-12-31,7.48,$27
2018-03-31,6.95,$30
2018-06-30,8.37,$30
2018-09-30,8.07,$30
2018-12-31,9.15,$30
2019-03-31,13.22,$27
2019-06-30,23.21,$27
2019-09-30,35.35,$30
2019-12-31,34.76,$30
2020-03-31,0.0,$30
2020-06-30,0.0,$27
2020-09-30,0.0,$31
2020-12-31,0.0,$31
2021-03-31,6.91,$31
2021-06-30,7.29,$34
2021-09-30,6.85,$30
2021-12-31,6.69,$28
2022-03-31,7.3,$30
2022-07-08,6.53,$30
