Date,PE Ratio,Revenue_Amount(Millions)
2011-03-31,0.0,$61
2011-06-30,0.0,$339
2011-09-30,0.0,$476
2011-12-31,0.0,$138
2012-03-31,349.37,$66
2012-06-30,49.88,$375
2012-09-30,22.88,$485
2012-12-31,6.89,$144
2013-03-31,7.25,$88
2013-06-30,7.46,$364
2013-09-30,10.37,$505
2013-12-31,22.5,$154
2014-03-31,25.35,$74
2014-06-30,23.24,$377
2014-09-30,21.17,$542
2014-12-31,45.09,$184
2015-03-31,60.11,$85
2015-06-30,56.28,$386
2015-09-30,30.78,$575
2015-12-31,28.13,$217
2016-03-31,24.97,$115
2016-06-30,26.62,$407
2016-09-30,35.89,$558
2016-12-31,40.59,$239
2017-03-31,45.03,$100
2017-06-30,48.15,$422
2017-09-30,25.51,$580
2017-12-31,18.34,$257
2018-03-31,17.96,$129
2018-06-30,18.7,$445
2018-09-30,18.59,$620
2018-12-31,15.99,$270
2019-03-31,14.76,$128
2019-06-30,14.82,$477
2019-09-30,15.61,$621
2019-12-31,21.26,$261
2020-03-31,6.53,$103
2020-06-30,0.0,$19
2020-09-30,0.0,$126
2020-12-31,0.0,$109
2021-03-31,0.0,$82
2021-06-30,0.0,$460
2021-09-30,86.73,$638
2021-12-31,28.97,$317
2022-03-31,23.77,$138
2022-07-08,11.92,$138
