Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,15.46,$722
2010-03-31,16.19,$757
2010-06-30,15.58,$777
2010-09-30,15.06,$773
2010-12-31,29.53,$811
2011-03-31,28.53,$795
2011-06-30,23.58,$812
2011-09-30,18.53,$862
2011-12-31,14.76,$567
2012-03-31,16.84,$941
2012-06-30,16.95,$905
2012-09-30,17.3,$822
2012-12-31,17.17,$742
2013-03-31,16.31,$911
2013-06-30,16.95,$876
2013-09-30,23.83,$957
2013-12-31,31.49,"$1,131"
2014-03-31,40.58,$757
2014-06-30,38.98,$795
2014-09-30,26.65,$819
2014-12-31,22.34,"$1,092"
2015-03-31,35.52,$659
2015-06-30,7.7,$887
2015-09-30,5.38,$831
2015-12-31,9.84,$114
2016-03-31,8.52,$606
2016-06-30,0.0,$615
2016-09-30,0.0,$629
2016-12-31,33.49,$688
2017-03-31,230.16,$596
2017-06-30,193.71,$657
2017-09-30,488.5,$646
2017-12-31,22.1,$632
2018-03-31,10.41,"$1,108"
2018-06-30,11.48,"$1,154"
2018-09-30,11.04,$924
2018-12-31,18.83,"$1,099"
2019-03-31,21.54,"$1,192"
2019-06-30,21.11,"$1,206"
2019-09-30,21.55,"$1,014"
2019-12-31,26.41,"$1,197"
2020-03-31,21.98,"$1,250"
2020-06-30,26.26,"$1,155"
2020-09-30,26.86,"$1,085"
2020-12-31,26.49,"$1,152"
2021-03-31,26.75,"$1,196"
2021-06-30,25.34,"$1,242"
2021-09-30,19.81,"$1,194"
2021-12-31,19.11,"$1,414"
2022-03-31,22.04,"$1,351"
2022-07-08,17.66,"$1,351"
