Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,14.04,$31
2010-03-31,12.67,$32
2010-06-30,11.28,$32
2010-09-30,14.77,$33
2010-12-31,13.84,$35
2011-03-31,13.39,$40
2011-06-30,9.74,$42
2011-09-30,7.6,$43
2011-12-31,11.32,$44
2012-03-31,11.68,$44
2012-06-30,10.44,$48
2012-09-30,12.04,$54
2012-12-31,8.06,$54
2013-03-31,7.92,$53
2013-06-30,4.84,$51
2013-09-30,5.58,$50
2013-12-31,8.68,$51
2014-03-31,10.46,$51
2014-06-30,8.81,$51
2014-09-30,8.22,$51
2014-12-31,9.6,$61
2015-03-31,16.15,$64
2015-06-30,15.7,$65
2015-09-30,11.36,$67
2015-12-31,13.64,$70
2016-03-31,15.9,$71
2016-06-30,17.55,$73
2016-09-30,19.73,$75
2016-12-31,19.06,$80
2017-03-31,19.41,$79
2017-06-30,16.88,$87
2017-09-30,20.33,$93
2017-12-31,24.09,$105
2018-03-31,22.66,$108
2018-06-30,21.97,$125
2018-09-30,21.79,$129
2018-12-31,13.99,$136
2019-03-31,16.19,$143
2019-06-30,16.38,$144
2019-09-30,15.03,$147
2019-12-31,10.29,$146
2020-03-31,4.73,$138
2020-06-30,7.42,$111
2020-09-30,6.57,$154
2020-12-31,12.42,$222
2021-03-31,10.9,$290
2021-06-30,12.66,$246
2021-09-30,11.37,$192
2021-12-31,13.68,$267
2022-03-31,15.53,$286
2022-07-08,8.77,$286
