Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,17.28,"$5,609"
2010-03-31,11.09,"$6,297"
2010-06-30,7.75,"$5,781"
2010-09-30,9.43,"$6,143"
2010-12-31,8.86,"$7,143"
2011-03-31,11.66,"$11,630"
2011-06-30,9.53,"$7,446"
2011-09-30,7.07,"$7,871"
2011-12-31,6.98,"$9,416"
2012-03-31,6.24,"$10,300"
2012-06-30,5.12,"$8,173"
2012-09-30,6.13,"$7,899"
2012-12-31,7.97,"$8,477"
2013-03-31,8.42,"$10,304"
2013-06-30,8.73,"$7,588"
2013-09-30,9.01,"$9,056"
2013-12-31,8.33,"$10,297"
2014-03-31,9.9,"$11,084"
2014-06-30,8.64,"$10,578"
2014-09-30,9.8,"$9,993"
2014-12-31,10.18,"$11,322"
2015-03-31,12.72,"$10,609"
2015-06-30,12.22,"$9,673"
2015-09-30,11.96,"$9,443"
2016-06-30,23.42,"$10,058"
2016-09-30,32.24,"$10,050"
2016-12-31,98.26,"$10,213"
2017-03-31,25.46,"$10,643"
2017-06-30,20.25,"$9,296"
2017-09-30,15.48,"$10,974"
2017-12-31,13.12,"$11,522"
2018-06-30,17.0,"$10,096"
2018-09-30,76.8,"$10,312"
2018-12-31,0.0,"$10,784"
2019-03-31,0.0,"$12,097"
2019-06-30,0.0,"$8,851"
2019-09-30,0.0,"$9,387"
2019-12-31,0.0,"$10,035"
2020-03-31,0.0,"$6,013"
2020-06-30,0.0,"$4,254"
2020-09-30,0.0,"$7,227"
2020-12-31,0.0,"$10,289"
2021-03-31,0.0,"$12,175"
2021-06-30,0.0,"$9,031"
2021-09-30,0.0,"$8,286"
2021-12-31,0.0,"$9,679"
2022-03-31,0.0,"$9,495"
2022-07-08,0.0,"$9,495"
