Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,3.12,$79
2010-03-31,5.58,$80
2010-06-30,12.92,$87
2010-09-30,10.98,$96
2010-12-31,9.49,$104
2011-03-31,7.74,$125
2011-06-30,6.23,$120
2011-09-30,4.36,$138
2011-12-31,5.26,$134
2012-03-31,6.96,$138
2012-06-30,6.14,$150
2012-09-30,5.7,$149
2012-12-31,6.19,$152
2013-03-31,7.54,$156
2013-06-30,6.94,$172
2013-09-30,7.38,$158
2013-12-31,9.41,$156
2014-03-31,7.44,$157
2014-06-30,8.21,$164
2014-09-30,7.76,$164
2014-12-31,8.24,$222
2015-03-31,7.94,$166
2015-06-30,6.26,$167
2015-09-30,2.95,$176
2015-12-31,4.15,$199
2016-03-31,5.18,$163
2016-06-30,7.37,$158
2016-09-30,0.0,$258
2016-12-31,0.0,$266
2017-03-31,214.57,$271
2017-06-30,35.84,$295
2017-09-30,11.92,$314
2017-12-31,6.61,$321
2018-03-31,4.9,$328
2018-06-30,4.38,$348
2018-09-30,4.48,$375
2018-12-31,5.91,$382
2019-03-31,5.79,$359
2019-06-30,6.46,$362
2019-09-30,6.78,$362
2019-12-31,7.8,$348
2020-03-31,5.42,$337
2020-06-30,6.85,$338
2020-09-30,10.67,$354
2020-12-31,10.93,$365
2021-03-31,10.12,$373
2021-06-30,9.84,$403
2021-09-30,8.06,$445
2021-12-31,8.16,$457
2022-03-31,8.58,$451
2022-07-08,6.59,$451
