Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,6.69,$180
2010-03-31,6.14,$113
2010-06-30,6.53,$142
2010-09-30,8.07,$147
2010-12-31,11.58,$224
2011-03-31,23.6,$137
2011-06-30,19.69,$166
2011-09-30,12.26,$157
2011-12-31,5.85,$223
2012-03-31,5.24,$154
2012-06-30,6.79,$167
2012-09-30,3.84,$178
2012-12-31,5.97,$216
2013-03-31,6.91,$164
2013-06-30,6.45,$177
2013-09-30,7.73,$177
2013-12-31,8.43,$225
2014-03-31,6.83,$174
2014-06-30,7.59,$203
2014-09-30,9.6,$205
2014-12-31,14.51,$251
2015-03-31,12.34,$209
2015-06-30,13.95,$221
2015-09-30,12.89,$226
2015-12-31,12.61,$279
2016-03-31,17.91,$216
2016-06-30,11.5,$232
2016-09-30,13.71,$222
2016-12-31,19.12,$249
2017-03-31,18.15,$173
2017-06-30,15.89,$202
2017-09-30,17.5,$216
2017-12-31,19.16,$259
2018-03-31,16.33,$203
2018-06-30,21.75,$212
2018-09-30,24.48,$204
2018-12-31,17.04,$253
2019-03-31,20.88,$202
2019-06-30,19.84,$217
2019-09-30,21.49,$218
2019-12-31,18.24,$246
2020-03-31,16.86,$212
2020-06-30,16.59,$204
2020-09-30,15.11,$210
2020-12-31,15.16,$234
2021-03-31,17.51,$208
2021-06-30,16.57,$207
2021-09-30,14.29,$226
2021-12-31,17.54,$253
2022-03-31,17.06,$219
2022-07-08,15.34,$219
