Date,PE Ratio,Revenue_Amount(Millions)
2009-10-31,14.88,$760
2010-01-31,11.52,$710
2010-04-30,11.88,$837
2010-07-31,10.59,$921
2010-10-31,10.66,$994
2011-01-31,10.68,$944
2011-04-30,10.22,"$1,051"
2011-07-31,10.24,"$1,122"
2011-10-31,9.94,"$1,132"
2012-01-31,12.07,$993
2012-04-30,14.77,"$1,098"
2012-07-31,14.16,"$1,103"
2012-10-31,13.29,$936
2013-01-31,14.89,"$1,009"
2013-04-30,14.91,"$1,089"
2013-07-31,16.53,"$1,130"
2013-10-31,14.99,$993
2014-01-31,13.87,"$1,002"
2014-04-30,15.5,"$1,066"
2014-07-31,18.81,"$1,124"
2014-10-31,22.07,"$1,048"
2015-01-31,19.18,$902
2015-04-30,25.06,$916
2015-07-31,20.25,$930
2015-10-31,20.62,$869
2016-01-31,39.86,$771
2016-04-30,39.44,$840
2016-07-31,24.26,$845
2016-10-31,30.17,$868
2017-01-31,30.37,$821
2017-04-30,29.63,$887
2017-07-31,29.28,$962
2017-10-31,22.99,$968
2018-01-31,17.28,$906
2018-04-30,16.34,$968
2018-07-31,13.5,"$1,012"
2018-10-31,11.48,$988
2019-01-31,10.95,$897
2019-04-30,13.58,"$1,213"
2019-07-31,12.62,"$1,253"
2019-10-31,12.22,"$1,232"
2020-01-31,12.56,"$1,112"
2020-04-30,10.84,"$1,158"
2020-07-31,14.94,"$1,083"
2020-10-31,21.01,"$1,161"
2021-01-31,25.7,"$1,147"
2021-04-30,14.57,"$1,341"
2021-07-31,10.62,"$1,491"
2021-10-31,9.66,"$1,578"
2022-01-31,9.22,"$1,564"
2022-04-30,10.2,"$1,667"
2022-07-08,10.32,"$1,667"
