Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,10.57,"$89,841"
2010-03-31,9.48,"$90,251"
2010-06-30,6.89,"$92,486"
2010-09-30,6.9,"$95,298"
2010-12-31,7.45,"$105,186"
2011-03-31,7.63,"$114,004"
2011-06-30,6.85,"$125,486"
2011-09-30,5.65,"$125,330"
2011-12-31,6.53,"$121,609"
2012-03-31,6.84,"$124,053"
2012-06-30,5.91,"$127,363"
2012-09-30,6.39,"$115,141"
2012-12-31,5.94,"$114,124"
2013-03-31,6.15,"$108,357"
2013-06-30,7.66,"$106,666"
2013-09-30,7.63,"$112,372"
2013-12-31,9.39,"$110,860"
2014-03-31,9.15,"$106,325"
2014-06-30,8.89,"$111,208"
2014-09-30,8.26,"$107,130"
2014-12-31,8.55,"$87,276"
2015-03-31,9.03,"$67,618"
2015-06-30,10.58,"$74,113"
2015-09-30,11.31,"$67,344"
2015-12-31,14.73,"$40,173"
2016-03-31,19.74,"$48,707"
2016-06-30,27.54,"$57,694"
2016-09-30,30.46,"$58,677"
2016-12-31,36.18,"$43,036"
2017-03-31,25.98,"$58,671"
2017-06-30,22.37,"$58,077"
2017-09-30,20.7,"$61,100"
2017-12-31,14.13,"$66,515"
2018-03-31,12.36,"$68,211"
2018-06-30,13.45,"$73,501"
2018-09-30,12.6,"$76,605"
2018-12-31,11.38,"$71,895"
2019-03-31,15.33,"$63,625"
2019-06-30,15.38,"$69,091"
2019-09-30,17.31,"$65,049"
2019-12-31,17.73,"$67,173"
2020-03-31,12.32,"$56,158"
2020-06-30,23.51,"$32,605"
2020-09-30,39.64,"$46,199"
2020-12-31,0.0,"$46,540"
2021-03-31,0.0,"$59,147"
2021-06-30,0.0,"$67,742"
2021-09-30,0.0,"$73,786"
2021-12-31,11.11,"$84,965"
2022-03-31,13.56,"$90,500"
2022-07-08,14.28,"$90,500"
