Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$63
2010-03-31,0.0,$58
2010-06-30,18.07,$67
2010-09-30,19.44,$74
2010-12-31,17.28,$74
2011-03-31,9.17,$69
2011-06-30,7.59,$76
2011-09-30,6.66,$85
2011-12-31,11.77,$85
2012-03-31,25.54,$82
2012-06-30,21.18,$96
2012-09-30,20.64,$111
2012-12-31,16.84,$114
2013-03-31,25.18,$112
2013-06-30,21.73,$129
2013-09-30,23.48,$148
2013-12-31,33.24,$149
2014-03-31,22.74,$135
2014-06-30,16.68,$151
2014-09-30,0.0,$175
2014-12-31,0.0,$175
2015-03-31,0.0,$166
2015-06-30,0.0,$182
2015-09-30,13.07,$199
2015-12-31,11.12,$194
2016-03-31,8.08,$191
2016-06-30,11.81,$203
2016-09-30,15.16,$225
2016-12-31,23.35,$221
2017-03-31,24.22,$210
2017-06-30,22.19,$226
2017-09-30,17.7,$240
2017-12-31,18.4,$245
2018-03-31,21.72,$224
2018-06-30,25.45,$232
2018-09-30,15.33,$247
2018-12-31,10.96,$238
2019-03-31,12.47,$218
2019-06-30,12.61,$231
2019-09-30,12.16,$248
2019-12-31,13.81,$245
2020-03-31,6.23,$219
2020-06-30,8.84,$201
2020-09-30,10.25,$228
2020-12-31,15.16,$233
2021-03-31,15.92,$218
2021-06-30,14.38,$233
2021-09-30,16.63,$247
2021-12-31,13.7,$257
2022-03-31,13.68,$246
2022-07-08,13.3,$246
