Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,8.94,$237
2010-03-31,7.78,$268
2010-06-30,9.47,$282
2010-09-30,16.96,$263
2010-12-31,53.22,$266
2011-03-31,43.53,$323
2011-06-30,38.37,$339
2011-09-30,33.04,$322
2011-12-31,25.57,$318
2012-03-31,16.92,$365
2012-06-30,13.44,$345
2012-09-30,10.71,$336
2012-12-31,11.03,$314
2013-03-31,10.77,$337
2013-06-30,10.61,$329
2013-09-30,12.73,$320
2013-12-31,10.38,$311
2014-03-31,12.63,$335
2014-06-30,12.03,$344
2014-09-30,14.03,$339
2014-12-31,15.22,$338
2015-03-31,0.0,$372
2015-06-30,0.0,$367
2015-09-30,0.0,$336
2015-12-31,0.0,$317
2016-03-31,15.99,$343
2016-06-30,16.04,$335
2016-09-30,16.79,$321
2016-12-31,13.26,$332
2017-03-31,12.26,$355
2017-06-30,17.19,$356
2017-09-30,18.72,$333
2017-12-31,36.71,$353
2018-03-31,43.88,$388
2018-06-30,31.06,$415
2018-09-30,31.34,$393
2018-12-31,14.88,$389
2019-03-31,16.94,$395
2019-06-30,16.0,$375
2019-09-30,15.54,$375
2019-12-31,26.96,$369
2020-03-31,16.52,$369
2020-06-30,29.92,$276
2020-09-30,66.85,$256
2020-12-31,52.92,$272
2021-03-31,410.02,$324
2021-06-30,0.0,$741
2021-09-30,0.0,$751
2021-12-31,0.0,$806
2022-03-31,0.0,$949
2022-07-08,0.0,$949
