Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,9.03,$31
2010-03-31,10.84,$35
2010-06-30,11.36,$32
2010-09-30,13.55,$33
2010-12-31,9.9,$29
2011-03-31,10.3,$38
2011-06-30,8.04,$34
2011-09-30,5.82,$45
2011-12-31,7.81,$41
2012-03-31,7.7,$34
2012-06-30,7.39,$35
2012-09-30,10.32,$37
2012-12-31,8.2,$35
2013-03-31,7.02,$38
2013-06-30,7.76,$41
2013-09-30,7.5,$38
2013-12-31,8.54,$38
2014-03-31,9.98,$36
2014-06-30,14.76,$38
2014-09-30,56.44,$66
2014-12-31,27.09,$101
2015-03-31,21.05,$98
2015-06-30,11.86,$95
2015-09-30,6.18,$82
2015-12-31,5.97,$65
2016-03-31,6.42,$76
2016-06-30,6.99,$69
2016-09-30,12.66,$66
2016-12-31,20.03,$71
2017-03-31,16.15,$64
2017-06-30,26.25,$64
2017-09-30,20.18,$74
2017-12-31,5.21,$69
2018-03-31,7.09,$67
2018-06-30,7.5,$57
2018-09-30,6.88,$80
2018-12-31,19.2,$90
2019-03-31,12.23,$89
2019-06-30,18.03,$72
2019-09-30,38.92,$83
2019-12-31,0.0,$79
2020-03-31,0.0,$62
2020-06-30,0.0,$51
2020-09-30,0.0,$65
2020-12-31,0.0,$66
2021-03-31,0.0,$47
2021-06-30,0.0,$56
2021-09-30,0.0,$80
2021-12-31,0.0,$66
2022-03-31,0.0,$59
2022-07-08,0.0,$59
