Date,PE Ratio,Revenue_Amount(Millions)
2010-09-30,15.36,$15
2010-12-31,12.06,$17
2011-03-31,8.99,$13
2011-06-30,6.41,$19
2011-09-30,4.67,$20
2011-12-31,0.0,$18
2012-03-31,0.0,$17
2012-06-30,0.0,$21
2012-09-30,0.0,$33
2012-12-31,6.1,$36
2013-03-31,6.58,$33
2013-06-30,6.37,$41
2013-09-30,9.07,$38
2013-12-31,11.04,$47
2014-03-31,15.68,$41
2014-06-30,15.8,$46
2014-09-30,14.97,$43
2014-12-31,11.85,$26
2015-03-31,10.62,$24
2015-06-30,12.75,$28
2015-09-30,9.21,$24
2015-12-31,0.0,$21
2016-03-31,0.0,$19
2021-06-30,0.0,$19
2022-07-08,0.0,$19
