Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,"$1,524"
2010-03-31,6.48,"$2,176"
2010-06-30,0.0,"$2,169"
2010-09-30,11.41,"$2,247"
2010-12-31,14.35,"$1,773"
2011-03-31,0.0,"$2,258"
2011-06-30,22.56,"$2,430"
2011-09-30,0.0,"$2,419"
2011-12-31,0.0,"$2,012"
2012-03-31,0.0,"$2,537"
2012-06-30,0.0,"$2,525"
2012-09-30,36.52,"$2,519"
2012-12-31,27.73,"$2,350"
2013-03-31,30.0,"$2,672"
2013-06-30,0.0,"$3,058"
2013-09-30,0.0,"$4,277"
2013-12-31,0.0,"$4,468"
2014-03-31,0.0,"$4,534"
2014-06-30,0.0,"$4,602"
2014-09-30,0.0,"$4,497"
2014-12-31,0.0,"$4,615"
2015-03-31,0.0,"$4,517"
2015-06-30,0.0,"$4,567"
2015-09-30,0.0,"$4,597"
2015-12-31,0.0,"$3,382"
2016-03-31,0.0,"$4,588"
2016-06-30,0.0,"$5,074"
2016-09-30,0.0,"$5,207"
2016-12-31,14.57,"$-1,138"
2017-03-31,16.53,"$3,519"
2017-06-30,26.99,"$2,775"
2017-09-30,41.35,"$2,929"
2017-12-31,0.0,"$2,054"
2018-03-31,0.0,"$3,064"
2018-06-30,0.0,"$3,016"
2018-09-30,125.78,"$2,930"
2018-12-31,22.7,"$2,949"
2019-03-31,10.3,"$2,868"
2019-06-30,20.14,"$2,850"
2019-09-30,1.37,"$2,841"
2019-12-31,1.44,"$2,557"
2020-03-31,0.95,"$2,876"
2020-06-30,1.34,"$2,723"
2020-09-30,0.0,"$2,845"
2020-12-31,0.0,"$3,101"
2021-03-31,0.0,"$3,500"
2021-06-30,1.47,"$3,106"
2021-09-30,1.44,"$1,901"
2021-12-31,1.18,"$1,805"
2022-03-31,1.1,"$1,853"
2022-07-08,0.91,"$1,853"
