Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,95.81,$2
2010-03-31,21.03,$2
2010-06-30,14.25,$2
2010-09-30,9.31,$2
2010-12-31,11.71,$2
2011-03-31,11.15,$2
2011-06-30,10.47,$2
2011-09-30,10.21,$2
2011-12-31,10.43,$2
2012-03-31,11.78,$2
2012-06-30,13.55,$2
2012-09-30,12.5,$2
2012-12-31,12.25,$5
2013-03-31,13.62,$6
2013-06-30,9.05,$7
2013-09-30,8.57,$7
2013-12-31,9.4,$8
2014-03-31,8.52,$8
2014-06-30,9.8,$9
2014-09-30,11.72,$10
2014-12-31,12.05,$10
2015-03-31,10.15,$11
2015-06-30,8.34,$12
2015-09-30,9.67,$12
2015-12-31,10.28,$13
2016-03-31,8.45,$12
2016-06-30,9.83,$13
2016-09-30,10.02,$13
2016-12-31,8.91,$13
2017-03-31,6.94,$13
2017-06-30,6.29,$13
2017-09-30,6.54,$13
2017-12-31,5.46,$14
2018-03-31,6.13,$14
2018-06-30,5.5,$14
2018-09-30,4.35,$13
2018-12-31,4.22,$12
2019-03-31,4.42,$10
2019-06-30,5.25,$10
2019-09-30,6.53,$10
2019-12-31,6.33,$10
2020-03-31,5.21,$9
2020-06-30,5.98,$7
2020-09-30,7.1,$7
2020-12-31,8.25,$8
2021-03-31,8.56,$8
2021-06-30,8.87,$9
2021-09-30,8.73,$9
2021-12-31,9.71,$9
2022-03-31,9.79,$8
2022-07-08,9.47,$8
