Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$120
2010-03-31,0.0,$108
2010-06-30,0.0,$121
2010-09-30,0.0,$33
2010-12-31,0.0,$110
2011-03-31,0.0,$118
2011-06-30,0.0,$123
2011-09-30,0.0,$55
2011-12-31,0.0,$109
2012-03-31,0.0,$108
2012-06-30,0.0,$116
2012-09-30,0.0,$123
2012-12-31,0.0,$127
2013-03-31,0.0,$122
2013-06-30,0.0,$122
2013-09-30,0.0,$124
2013-12-31,0.0,$120
2014-03-31,0.0,$120
2014-06-30,133.4,$136
2014-09-30,31.73,$136
2014-12-31,19.15,$136
2015-03-31,19.13,$134
2015-06-30,13.92,$144
2015-09-30,10.03,$160
2015-12-31,12.44,$151
2016-03-31,16.12,$160
2016-06-30,10.18,$180
2016-09-30,3.17,$206
2016-12-31,3.47,$192
2017-03-31,3.33,$204
2017-06-30,3.48,$208
2017-09-30,28.36,$207
2017-12-31,0.0,$198
2018-03-31,0.0,$206
2018-06-30,0.0,$233
2018-09-30,0.0,$240
2018-12-31,14.81,$244
2019-03-31,14.81,$257
2019-06-30,14.28,$283
2019-09-30,13.2,$294
2019-12-31,15.74,$276
2020-03-31,10.63,$291
2020-06-30,13.47,$293
2020-09-30,16.38,$330
2020-12-31,21.62,$315
2021-03-31,20.83,$332
2021-06-30,18.61,$406
2021-09-30,14.5,$484
2021-12-31,15.53,$481
2022-03-31,16.89,$502
2022-07-08,13.13,$502
