Date,PE Ratio,Revenue_Amount(Millions)
2018-03-31,2.07,$422
2018-06-30,2.84,$323
2018-09-30,3.24,$273
2018-12-31,1.74,$360
2019-03-31,2.42,$378
2019-06-30,1.96,$398
2019-09-30,1.49,$288
2019-12-31,3.46,$205
2020-03-31,2.47,$227
2020-06-30,9.76,$164
2020-09-30,44.66,$180
2020-12-31,0.0,$212
2021-03-31,0.0,$214
2021-06-30,0.0,$227
2021-09-30,0.0,$202
2021-12-31,8.67,$416
2022-03-31,5.92,$379
2022-07-08,4.67,$379
