Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,"$84,842"
2010-03-31,19.53,"$19,450"
2010-06-30,7.26,"$19,471"
2010-09-30,14.64,"$16,436"
2010-12-31,6.18,"$76,746"
2011-03-31,7.44,"$19,055"
2011-06-30,6.41,"$18,454"
2011-09-30,2.72,"$20,938"
2011-12-31,2.43,"$16,884"
2012-03-31,3.3,"$15,216"
2012-06-30,2.94,"$14,088"
2012-09-30,4.65,"$12,226"
2012-12-31,5.25,"$12,362"
2013-03-31,3.08,"$13,189"
2013-06-30,4.15,"$6,560"
2013-09-30,5.76,"$8,087"
2013-12-31,8.99,"$14,688"
2014-03-31,0.0,"$11,686"
2014-06-30,0.0,"$8,967"
2014-09-30,60.55,"$4,935"
2014-12-31,28.51,"$4,251"
2015-03-31,6.84,"$4,880"
2015-06-30,7.77,"$5,031"
2015-09-30,6.69,"$4,354"
2015-12-31,6.9,"$4,115"
2016-06-30,6.13,"$5,136"
2017-06-30,10.94,"$4,984"
2018-06-30,8.57,"$5,346"
2019-03-31,6.92,"$5,197"
2019-09-30,6.01,"$1,220"
2020-03-31,3.38,"$1,113"
2020-09-30,5.5,"$1,119"
2021-03-31,9.8,"$1,433"
2021-06-30,16.27,"$1,433"
2021-09-30,13.69,"$1,486"
2022-03-31,11.58,"$1,329"
2022-07-08,11.4,"$1,329"
