Date,PE Ratio,Revenue_Amount(Millions)
2017-09-30,16.2,"$1,236"
2017-12-31,1771.59,$884
2018-03-31,0.0,"$1,059"
2018-06-30,0.0,"$1,441"
2018-09-30,0.0,"$1,309"
2018-12-31,26.72,$982
2019-03-31,0.0,"$1,065"
2019-06-30,0.0,"$1,474"
2019-09-30,0.0,"$1,388"
2019-12-31,0.0,$965
2020-03-31,0.0,"$1,027"
2020-06-30,0.0,"$1,607"
2020-09-30,14.13,"$1,679"
2020-12-31,7.74,"$1,134"
2021-03-31,7.14,"$1,558"
2021-06-30,6.94,"$2,062"
2021-09-30,6.34,"$1,917"
2021-12-31,6.45,"$1,378"
2022-03-31,4.86,"$1,662"
2022-07-08,4.18,"$1,662"
