Date,PE Ratio,Revenue_Amount(Millions)
2012-12-31,9.92,$119
2013-03-31,14.47,$122
2013-06-30,12.65,$130
2013-09-30,14.83,$144
2013-12-31,21.85,$149
2014-03-31,24.19,$180
2014-06-30,31.88,$206
2014-09-30,29.33,$241
2014-12-31,10.49,$250
2015-03-31,15.07,$204
2015-06-30,14.87,$148
2015-09-30,11.89,$155
2015-12-31,87.21,$136
2016-03-31,0.0,$123
2016-06-30,0.0,$117
2016-09-30,0.0,$138
2016-12-31,0.0,$182
2017-03-31,0.0,$245
2017-06-30,256.96,$290
2017-09-30,36.63,$345
2017-12-31,17.38,$361
2018-03-31,11.35,$369
2018-06-30,12.25,$427
2018-09-30,11.42,$423
2018-12-31,0.0,$357
2019-03-31,0.0,$379
2019-06-30,0.0,$395
2019-09-30,0.0,$362
2019-12-31,0.0,$339
2020-03-31,0.0,$270
2020-06-30,0.0,$173
2020-09-30,0.0,$176
2020-12-31,0.0,$227
2021-03-31,0.0,$234
2021-06-30,0.0,$317
2021-09-30,0.0,$267
2021-12-31,0.0,$285
2022-03-31,0.0,$305
2022-07-08,0.0,$305
