Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,10.28,$916
2010-03-31,10.39,"$1,179"
2010-06-30,10.86,$922
2010-09-30,13.41,$991
2010-12-31,12.0,$909
2011-03-31,11.19,$880
2011-06-30,11.05,"$2,042"
2011-09-30,9.15,"$1,207"
2011-12-31,9.44,"$1,077"
2012-03-31,9.84,"$1,396"
2012-06-30,9.83,"$1,393"
2012-09-30,9.53,"$1,360"
2012-12-31,10.88,$931
2013-03-31,10.2,"$1,577"
2013-06-30,10.09,"$1,262"
2013-09-30,11.24,"$1,380"
2013-12-31,9.78,"$1,608"
2014-03-31,11.6,"$2,393"
2014-06-30,10.38,"$1,644"
2014-09-30,10.13,"$1,426"
2014-12-31,9.35,"$1,288"
2015-03-31,7.96,"$1,337"
2015-06-30,8.75,"$1,402"
2015-09-30,6.82,"$1,212"
2015-12-31,5.76,"$1,199"
2016-03-31,8.58,"$1,406"
2016-06-30,9.07,"$1,479"
2016-09-30,9.75,"$1,457"
2016-12-31,7.08,"$1,578"
2017-03-31,7.19,"$1,564"
2017-06-30,8.36,"$1,563"
2017-09-30,9.14,"$1,530"
2017-12-31,9.2,"$1,617"
2018-03-31,10.1,"$1,997"
2018-06-30,11.74,"$2,020"
2018-09-30,9.99,"$1,420"
2018-12-31,9.15,$747
2019-03-31,11.3,"$1,744"
2019-06-30,10.46,"$1,686"
2019-09-30,9.55,"$1,709"
2019-12-31,12.47,"$1,557"
2020-03-31,7.21,"$1,711"
2020-06-30,12.87,"$1,712"
2020-09-30,20.8,"$1,712"
2020-12-31,147.02,"$1,373"
2021-03-31,57.42,"$1,538"
2021-06-30,14.56,"$1,543"
2021-09-30,12.69,"$1,597"
2021-12-31,6.85,"$1,897"
2022-03-31,7.26,"$1,777"
2022-07-08,5.12,"$1,777"
