Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,5.64,$9
2010-03-31,6.79,$8
2010-06-30,5.7,$8
2010-09-30,3.62,$25
2010-12-31,3.83,$13
2011-03-31,3.94,$14
2011-06-30,4.37,$14
2011-09-30,7.17,$13
2011-12-31,11.63,$15
2012-03-31,18.51,$15
2012-06-30,0.0,$7
2012-09-30,0.0,$10
2012-12-31,0.0,$14
2013-03-31,0.0,$15
2013-06-30,13.53,$15
2013-09-30,8.05,$15
2013-12-31,8.66,$16
2014-03-31,8.75,$16
2014-06-30,9.14,$17
2014-09-30,10.4,$15
2014-12-31,10.3,$17
2015-03-31,11.26,$17
2015-06-30,13.08,$19
2015-09-30,9.1,$19
2015-12-31,11.26,$20
2016-03-31,11.66,$19
2016-06-30,13.79,$19
2016-09-30,18.23,$19
2016-12-31,16.24,$20
2017-03-31,18.38,$21
2017-06-30,14.27,$21
2017-09-30,11.76,$21
2017-12-31,14.11,$22
2018-03-31,14.67,$24
2018-06-30,16.65,$27
2018-09-30,15.12,$30
2018-12-31,8.9,$32
2019-03-31,11.19,$32
2019-06-30,10.04,$32
2019-09-30,9.18,$33
2019-12-31,10.13,$32
2020-03-31,9.47,$30
2020-06-30,9.96,$28
2020-09-30,7.28,$35
2020-12-31,9.14,$32
2021-03-31,9.25,$30
2021-06-30,7.48,$31
2021-09-30,8.29,$29
2021-12-31,7.85,$31
2022-03-31,8.66,$27
2022-07-08,8.39,$27
