Date,PE Ratio,Revenue_Amount(Millions)
2017-03-31,42.56,"$1,120"
2017-06-30,80.64,"$1,091"
2017-09-30,187.75,"$1,409"
2017-12-31,166.5,"$1,409"
2018-03-31,717.5,"$1,185"
2018-06-30,0.0,"$1,175"
2018-09-30,0.0,"$1,443"
2018-12-31,0.0,"$1,443"
2019-03-31,1887.0,"$1,205"
2019-06-30,123.33,"$1,192"
2019-09-30,75.54,"$1,429"
2019-12-31,79.92,"$1,429"
2020-03-31,0.0,$930
2020-06-30,0.0,$708
2020-09-30,0.0,"$1,433"
2020-12-31,0.0,"$1,433"
2021-03-31,0.0,"$1,257"
2021-06-30,47.62,"$1,352"
2021-09-30,32.44,"$1,546"
2021-12-31,33.41,"$1,546"
2022-03-31,42.05,"$1,301"
2022-07-08,21.51,"$1,301"
