Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,11.87,$355
2010-03-31,8.7,$343
2010-06-30,6.19,$397
2010-09-30,5.93,$437
2010-12-31,6.88,$193
2011-03-31,9.1,$373
2011-06-30,11.14,$377
2011-09-30,11.26,$381
2011-12-31,19.48,$331
2012-03-31,24.09,$366
2012-06-30,39.82,$394
2012-09-30,0.0,$401
2012-12-31,0.0,$398
2013-03-31,0.0,$395
2013-06-30,0.0,$417
2013-09-30,15.23,$415
2013-12-31,17.56,$411
2014-03-31,18.65,$393
2014-06-30,21.37,$436
2014-09-30,18.34,$442
2014-12-31,18.27,$444
2015-03-31,17.23,$398
2015-06-30,18.95,$448
2015-09-30,14.19,$544
2015-12-31,15.98,$495
2016-03-31,16.24,$454
2016-06-30,12.12,$468
2016-09-30,17.76,$500
2016-12-31,17.22,$519
2017-03-31,17.98,$474
2017-06-30,15.73,$513
2017-09-30,13.25,$544
2017-12-31,5.07,$516
2018-03-31,4.75,$511
2018-06-30,6.17,$557
2018-09-30,6.22,$589
2018-12-31,11.84,$565
2019-03-31,13.65,$532
2019-06-30,16.93,$558
2019-09-30,17.48,$572
2019-12-31,20.31,$541
2020-03-31,17.12,$514
2020-06-30,13.76,$524
2020-09-30,13.77,$645
2020-12-31,12.56,$700
2021-03-31,10.34,$712
2021-06-30,6.79,$875
2021-09-30,5.63,"$1,072"
2021-12-31,4.14,"$1,267"
2022-03-31,4.31,"$1,166"
2022-07-08,2.62,"$1,166"
