Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,164.0,$65
2010-03-31,643.22,$60
2010-06-30,349.99,$61
2010-09-30,50.23,$63
2010-12-31,12.8,$67
2011-03-31,13.25,$61
2011-06-30,8.84,$63
2011-09-30,9.66,$61
2011-12-31,10.52,$67
2012-03-31,8.36,$72
2012-06-30,10.29,$75
2012-09-30,9.2,$76
2012-12-31,8.27,$75
2013-03-31,8.05,$74
2013-06-30,9.6,$71
2013-09-30,11.47,$69
2013-12-31,12.37,$76
2014-03-31,13.97,$76
2014-06-30,12.7,$81
2014-09-30,10.75,$81
2014-12-31,11.02,$82
2015-03-31,11.26,$94
2015-06-30,12.13,$96
2015-09-30,11.61,$92
2015-12-31,9.95,$95
2016-03-31,9.6,$110
2016-06-30,10.6,$112
2016-09-30,10.45,$110
2016-12-31,13.66,$107
2017-03-31,14.9,$106
2017-06-30,14.22,$108
2017-09-30,15.41,$124
2017-12-31,18.62,$128
2018-03-31,17.92,$126
2018-06-30,18.3,$141
2018-09-30,17.81,$155
2018-12-31,11.69,$153
2019-03-31,10.91,$147
2019-06-30,10.33,$159
2019-09-30,10.45,$163
2019-12-31,11.38,$161
2020-03-31,7.62,$157
2020-06-30,9.62,$164
2020-09-30,7.99,$162
2020-12-31,10.96,$173
2021-03-31,11.57,$178
2021-06-30,9.54,$181
2021-09-30,9.73,$182
2021-12-31,10.0,$177
2022-03-31,9.66,$176
2022-07-08,8.5,$176
