Date,PE Ratio,Revenue_Amount(Millions)
2013-06-30,179.11,$26
2013-09-30,305.57,$28
2013-12-31,577.75,$29
2014-03-31,508.6,$30
2014-06-30,320.88,$32
2014-09-30,204.62,$34
2014-12-31,46.04,$37
2015-03-31,51.08,$37
2015-06-30,42.47,$40
2015-09-30,29.34,$42
2015-12-31,78.79,$44
2016-03-31,53.85,$46
2016-06-30,63.43,$48
2016-09-30,77.94,$51
2016-12-31,63.3,$52
2017-03-31,40.75,$53
2017-06-30,40.0,$55
2017-09-30,47.09,$59
2017-12-31,58.19,$63
2018-03-31,106.99,$65
2018-06-30,113.92,$68
2018-09-30,81.74,$72
2018-12-31,54.55,$74
2019-03-31,56.29,$75
2019-06-30,53.75,$79
2019-09-30,49.39,$83
2019-12-31,49.63,$85
2020-03-31,47.8,$86
2020-06-30,50.25,$89
2020-09-30,45.38,$93
2020-12-31,54.16,$95
2021-03-31,58.21,$97
2021-06-30,59.58,$100
2021-09-30,60.81,$105
2021-12-31,76.66,$110
2022-03-31,58.85,$113
2022-07-08,54.69,$113
