Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,5.74,"$2,141"
2010-03-31,5.92,"$2,215"
2010-06-30,8.09,"$2,133"
2010-09-30,8.54,"$2,685"
2010-12-31,8.8,"$1,816"
2011-03-31,32.28,"$1,995"
2011-06-30,8.93,"$2,278"
2011-09-30,15.07,"$2,674"
2011-12-31,19.92,"$2,132"
2012-03-31,14.51,"$1,862"
2012-06-30,0.0,"$2,166"
2012-09-30,0.0,"$2,331"
2012-12-31,8.65,"$2,063"
2013-03-31,10.48,"$2,081"
2013-06-30,15.76,"$2,929"
2013-09-30,12.78,"$3,490"
2013-12-31,0.0,"$2,795"
2014-03-31,0.0,"$3,486"
2014-06-30,0.0,"$3,621"
2014-09-30,0.0,"$4,569"
2014-12-31,110.46,"$4,192"
2015-03-31,1090.48,"$3,829"
2015-06-30,76.62,"$3,400"
2015-09-30,0.0,"$4,434"
2015-12-31,0.0,$665
2016-03-31,0.0,"$3,229"
2016-06-30,0.0,"$2,248"
2016-09-30,0.0,"$3,421"
2016-12-31,0.0,$17
2017-03-31,0.0,"$2,382"
2017-06-30,0.0,"$2,701"
2017-09-30,0.0,"$2,740"
2017-12-31,0.0,"$1,251"
2018-03-31,0.0,"$2,065"
2018-06-30,0.0,"$2,461"
2018-09-30,0.0,"$2,960"
2018-12-31,44.15,"$1,992"
2019-03-31,23.27,"$2,165"
2019-06-30,14.68,"$2,465"
2019-09-30,9.35,"$2,996"
2019-12-31,2.17,"$2,195"
2020-03-31,1.62,"$2,019"
2020-06-30,1.89,"$2,238"
2020-09-30,1.85,"$2,809"
2020-12-31,17.15,"$2,027"
2021-03-31,28.67,"$8,091"
2021-06-30,8.87,"$5,243"
2021-09-30,3.99,"$6,609"
2021-12-31,4.74,"$7,046"
2022-03-31,2.31,"$7,896"
2022-07-08,2.3,"$7,896"
