Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$199
2010-03-31,0.0,$77
2010-06-30,15.02,$123
2010-09-30,15.52,$349
2010-12-31,11.94,$198
2011-03-31,14.71,$72
2011-06-30,13.46,$132
2011-09-30,15.49,$332
2011-12-31,135.7,$141
2012-03-31,0.0,$73
2012-06-30,0.0,$145
2012-09-30,0.0,$314
2012-12-31,0.0,$134
2013-03-31,0.0,$78
2013-06-30,0.0,$106
2013-09-30,0.0,$311
2013-12-31,0.0,$138
2014-03-31,0.0,$83
2014-06-30,0.0,$124
2014-09-30,0.0,$349
2014-12-31,0.0,$254
2015-03-31,22.06,$114
2015-06-30,22.48,$131
2015-09-30,16.08,$337
2015-12-31,0.0,$163
2016-03-31,0.0,$96
2016-06-30,0.0,$141
2016-09-30,0.0,$303
2016-12-31,0.0,$167
2017-03-31,0.0,$95
2017-06-30,0.0,$120
2017-09-30,0.0,$262
2017-12-31,0.0,$137
2018-03-31,0.0,$93
2018-06-30,0.0,$106
2018-09-30,0.0,$237
2018-12-31,0.0,$132
2019-03-31,0.0,$71
2019-06-30,0.0,$95
2019-09-30,0.0,$280
2019-12-31,0.0,$153
2020-03-31,0.0,$67
2020-06-30,0.0,$79
2020-09-30,0.0,$242
2020-12-31,0.0,$128
2021-03-31,0.0,$84
2021-06-30,0.0,$112
2021-09-30,0.0,$237
2021-12-31,0.0,$188
2022-03-31,20.33,$121
2022-07-08,20.39,$121
